ID_Karyawan,Nama_Lengkap,Profesi,Perusahaan,Provinsi
0b7041dd,T. Gamani Prakasa,Fast food restaurant manager,PD Rahimah (Persero) Tbk,Sulawesi Tenggara
e7431aaa,Harjasa Nurdiyanti,Information officer,Perum Uwais Rahmawati Tbk,Kalimantan Tengah
65eec5d9,Drs. Ophelia Purnawati,Database administrator,CV Maryati Tbk,Sulawesi Selatan
aa4a539a,Mumpuni Budiman,Chief Operating Officer,PT Suryatmi Wahyudin Tbk,Sumatera Barat
a9bb0b88,"Nova Megantara, S.I.Kom",Retail banker,PD Wibisono Rahmawati,Maluku
0a456f8f,"drg. Arsipatra Wijayanti, S.E.I",Barista,UD Rahayu Pudjiastuti (Persero) Tbk,Kalimantan Tengah
5c74b790,"Kawaya Ardianto, M.Ak","Designer, jewellery",CV Purwanti Haryanto,Jambi
474491bc,Yuliana Hasanah,Horticultural therapist,CV Marbun Suryono,Kalimantan Utara
194ce34c,Agnes Padmasari,Science writer,CV Sihotang Fujiati,Kepulauan Bangka Belitung
49647349,Wadi Adriansyah,IT consultant,Perum Yulianti (Persero) Tbk,Kalimantan Barat
536d40bc,Gamanto Widodo,Horticultural therapist,CV Yuniar Mangunsong (Persero) Tbk,Sumatera Selatan
af97761c,"Ulva Hassanah, S.Pd",Academic librarian,CV Nasyiah (Persero) Tbk,Jawa Barat
22aaf3f7,"Tgk. Ulya Lestari, S.Psi",Arts administrator,UD Saefullah Widodo,Jawa Barat
14133147,Tantri Narpati,"Doctor, hospital",Perum Irawan (Persero) Tbk,Kalimantan Utara
c7808d6f,Edi Aryani,"Engineer, land",PT Tarihoran Lestari (Persero) Tbk,Jawa Barat
841b89d6,Ir. Ozy Pratiwi,"Engineer, electronics",PD Puspasari,Aceh
97064be2,Sutan Mulyono Tarihoran,Biomedical engineer,CV Nugroho (Persero) Tbk,Sumatera Barat
3d5a179c,Hamzah Widodo,"Surveyor, minerals",UD Zulaika (Persero) Tbk,Kalimantan Selatan
f90eb54a,Ade Waskita,Financial planner,UD Anggriawan,Sumatera Selatan
bf9188d0,"Zalindra Suwarno, S.Sos",Occupational hygienist,UD Marbun Habibi Tbk,Sumatera Barat
f70ba2ba,Latika Tamba,Copy,CV Salahudin Dabukke,Kepulauan Bangka Belitung
d846881e,"Saiful Tampubolon, S.Pt","Therapist, drama",PD Lazuardi Tbk,Nusa Tenggara Timur
65212b66,Bala Hutagalung,Medical physicist,CV Nurdiyanti Hariyah Tbk,Jawa Tengah
cc0b0d81,Ibrahim Putra,Sports therapist,PD Utama Saputra,Jawa Tengah
75c44a17,"Jaeman Sitorus, M.Kom.",Music therapist,CV Maryati,Kalimantan Selatan
ff7ffe2c,"Drs. Nrima Maulana, S.Pd",Volunteer coordinator,UD Haryanto (Persero) Tbk,Bali
195a2961,"KH. Harjaya Halim, S.Ked","Engineer, civil (consulting)",CV Wibisono Tbk,Kalimantan Utara
66e5827a,"drg. Manah Ramadan, S.IP",Financial adviser,PT Wahyuni Damanik Tbk,Sumatera Utara
92e27d84,"Chandra Tampubolon, S.E.",Chief Executive Officer,CV Pangestu Farida Tbk,Sulawesi Utara
6605677c,"R.M. Bagus Nababan, S.Gz",Technical sales engineer,PD Santoso,Nusa Tenggara Timur
364b9120,Ir. Ida Saefullah,Magazine features editor,PD Budiman Halimah Tbk,Kepulauan Bangka Belitung
6e28fe0d,H. Martani Usada,Careers information officer,PT Pertiwi,Kalimantan Timur
c21ad31c,"R. Kamidin Aryani, S.Pt",Illustrator,CV Saragih,Banten
648fce48,"Hj. Siti Laksita, S.I.Kom",Licensed conveyancer,CV Zulaika Hidayat,Papua
b1b38fb6,Pandu Firgantoro,Secondary school teacher,PD Nuraini Kusmawati,Banten
627dffd4,"Sabrina Yulianti, S.I.Kom",Restaurant manager,Perum Widodo (Persero) Tbk,Jambi
199cbfe5,Okta Marbun,"Accountant, chartered",PD Usada,Aceh
636b6003,R.A. Juli Pertiwi,"Civil engineer, consulting",Perum Pangestu Winarno (Persero) Tbk,Sulawesi Barat
bfb4d457,Aslijan Najmudin,Futures trader,Perum Maryati Ardianto (Persero) Tbk,DKI Jakarta
c2ebcc62,Yuliana Maryati,Arts administrator,PT Anggriawan,DKI Jakarta
14207a61,"Dr. Ilsa Nababan, S.IP",Radiation protection practitioner,PT Tamba Saefullah,Sulawesi Tenggara
7d3578f4,Danuja Siregar,"Physicist, medical",CV Latupono Winarsih,Sulawesi Selatan
6ef3ee81,Drs. Vivi Hastuti,Clinical biochemist,PD Laksita Ramadan,Jambi
d761b5e6,"Pia Rahimah, S.IP",Company secretary,UD Saefullah Sihombing (Persero) Tbk,Sulawesi Tengah
b2006000,"Hj. Uli Nainggolan, S.Ked",Warehouse manager,UD Winarsih Usamah,Papua Barat
d3093e84,Zelaya Tarihoran,Air broker,UD Widodo Tbk,Maluku
39d6b141,H. Wawan Usamah,Horticultural consultant,Perum Santoso Rajasa,Lampung
a7258c7f,"R.M. Samsul Napitupulu, S.Kom",Systems developer,Perum Suwarno,Papua Barat
166268b5,R.A. Cici Nainggolan,"Therapist, speech and language",PD Nababan Simbolon (Persero) Tbk,Kalimantan Selatan
8b66e6cb,Hj. Ayu Simbolon,Psychiatrist,UD Aryani Mansur,Kalimantan Barat
f8c9488e,Jabal Anggriawan,Location manager,PT Wahyudin Latupono,Kalimantan Utara
cf2a1963,Mahfud Kusumo,"Programme researcher, broadcasting/film/video",PT Budiman Farida (Persero) Tbk,Kalimantan Tengah
da628863,Nrima Haryanto,"Surveyor, land/geomatics",PT Simbolon Situmorang Tbk,Bengkulu
4bb78868,Limar Situmorang,"Scientist, biomedical",Perum Laksita Simbolon (Persero) Tbk,Sulawesi Selatan
e03ebacf,Cakrajiya Mandasari,"Pilot, airline",CV Prayoga,Jawa Timur
fbd63fd9,"drg. Puti Winarsih, M.Ak",Multimedia programmer,Perum Lailasari (Persero) Tbk,Kalimantan Selatan
024faad8,R.A. Ade Wahyudin,Chiropractor,PD Nasyidah (Persero) Tbk,Lampung
e9b1d755,"Puti Fitria Ardianto, S.IP",Catering manager,Perum Kurniawan (Persero) Tbk,Sulawesi Utara
2ed9fb31,R. Prayogo Hassanah,Immunologist,UD Mardhiyah Putra,Kalimantan Tengah
1caeae7b,Karen Saputra,"Designer, ceramics/pottery",CV Laksmiwati Padmasari,Nusa Tenggara Timur
ed84db5c,R.A. Nadine Sirait,Proofreader,PD Usamah Hassanah (Persero) Tbk,Sulawesi Barat
7dc2697e,Anastasia Anggriawan,Outdoor activities/education manager,UD Adriansyah Budiyanto,Sumatera Selatan
7eab246e,KH. Dacin Ardianto,"Engineer, manufacturing",PD Wibowo,Maluku Utara
35e337cd,"Bakijan Usada, M.M.","Horticulturist, commercial",UD Budiman,Kalimantan Utara
90816749,R. Maman Yulianti,Facilities manager,CV Hastuti Waluyo Tbk,Nusa Tenggara Barat
53c58ba4,Jasmani Firgantoro,"Civil engineer, consulting",PT Mahendra Dongoran Tbk,Aceh
2245dc0f,Kiandra Wastuti,Financial risk analyst,CV Tampubolon Permadi (Persero) Tbk,Sumatera Barat
4bbcde42,Kezia Halimah,Midwife,Perum Sudiati Siregar Tbk,Sulawesi Tenggara
ae761526,Pia Wahyuni,"Surveyor, mining",Perum Pangestu (Persero) Tbk,Sulawesi Tenggara
e13dfb25,Dina Safitri,"Solicitor, Scotland",CV Puspasari Pratama,Riau
08f6df98,R. Martani Wijayanti,"Engineer, production",Perum Fujiati (Persero) Tbk,Maluku Utara
d608053a,Limar Winarno,Transport planner,PT Palastri Tbk,Nusa Tenggara Barat
e60a5379,Nadine Pranowo,Seismic interpreter,Perum Prasasta Hidayanto Tbk,Kepulauan Riau
fc6bc955,"Gasti Rahimah, M.TI.","Conservator, museum/gallery",UD Kuswoyo Hastuti,Papua
a454a823,"Mumpuni Utami, M.Pd",Youth worker,Perum Mansur Saptono Tbk,Kalimantan Tengah
84127fd0,"Drs. Ophelia Suartini, S.Farm",Electronics engineer,UD Sihotang Permata Tbk,Nusa Tenggara Timur
3ab753c7,Kiandra Mardhiyah,Administrator,PD Tampubolon Yuniar,Sulawesi Utara
755ccea0,Langgeng Wijaya,"Therapist, nutritional",PD Nababan Winarno (Persero) Tbk,DI Yogyakarta
928cb4db,Jagaraga Megantara,Event organiser,Perum Saragih,Sumatera Selatan
3eac129a,Puput Wibisono,Clinical research associate,PT Situmorang Ramadan,Sulawesi Selatan
e66addd9,"Hilda Rajasa, S.Ked",English as a foreign language teacher,CV Susanti Mansur,Jawa Tengah
b90add9f,Ajiman Nasyidah,"Journalist, broadcasting",UD Puspita Rajasa,Banten
614853bc,Rangga Waluyo,Quarry manager,CV Hakim,Kalimantan Barat
88615194,Rahmi Sihombing,Product manager,PT Suryatmi Wahyuni Tbk,Sulawesi Tengah
d5044bb5,Elon Napitupulu,Media planner,UD Handayani Marpaung (Persero) Tbk,Sulawesi Barat
3d925dda,Kawaca Prasetyo,"Designer, television/film set",PD Oktaviani Prasasta,Banten
ece6320f,Asmuni Maheswara,"Designer, exhibition/display",Perum Lailasari Tbk,Aceh
677bb19d,Eman Nugroho,Manufacturing engineer,Perum Puspasari Firgantoro,Banten
1ac7f0aa,Lintang Adriansyah,"Doctor, general practice",CV Santoso Sitorus,Bengkulu
b88a137b,Hj. Carla Mustofa,Environmental consultant,UD Utama (Persero) Tbk,Aceh
63dac65b,Jelita Jailani,Radio broadcast assistant,Perum Situmorang Pertiwi,DI Yogyakarta
5f84f011,Darman Mandasari,Contracting civil engineer,PD Jailani Hakim (Persero) Tbk,Jawa Barat
5c1559e2,Tami Astuti,Public house manager,Perum Hakim,Sulawesi Barat
44e42790,"Sutan Jarwa Suryatmi, S.I.Kom",Magazine journalist,CV Wibisono Palastri (Persero) Tbk,Sumatera Utara
0358502f,Eka Handayani,Chartered management accountant,CV Nainggolan (Persero) Tbk,Kalimantan Barat
afded600,Tgk. Ciaobella Rahayu,Soil scientist,PT Aryani,Sumatera Barat
7b2756f8,Cayadi Maryati,Plant breeder/geneticist,CV Hutapea,Banten
08b9ce40,Joko Damanik,Insurance claims handler,PT Manullang Prastuti,Maluku
1ab34f42,Eli Wasita,Media planner,Perum Haryanto Suartini,Maluku Utara
388ce2f2,Puti Kezia Santoso,Medical physicist,PT Megantara Mayasari,Kepulauan Riau
d2655787,Jarwadi Gunawan,Insurance claims handler,UD Ramadan Tbk,Kalimantan Timur
7af8a64e,"Prabowo Nababan, S.Psi",Site engineer,PT Maheswara (Persero) Tbk,Maluku Utara
d41b5999,Patricia Susanti,Warehouse manager,UD Lazuardi Tbk,DKI Jakarta
4a30729b,Dirja Haryanto,Clothing/textile technologist,CV Maheswara Pratiwi,Kepulauan Bangka Belitung
37c69b15,Maryadi Wibisono,"Teacher, special educational needs",Perum Putra Tbk,Bali
f3fe62ee,Edward Sihotang,"Horticulturist, amenity",UD Wastuti Wastuti,Kalimantan Barat
2fa039c5,Elvina Yolanda,"Conservator, museum/gallery",Perum Usada Marpaung,DI Yogyakarta
7a89cb78,"Omar Hartati, S.Pd",Chartered legal executive (England and Wales),PT Laksita,Gorontalo
1cce2bfd,Eja Aryani,Television floor manager,PT Natsir (Persero) Tbk,Gorontalo
ef68f5fe,Jane Saefullah,"Radiographer, diagnostic",CV Lestari Oktaviani,Kalimantan Barat
02fe0934,Harjasa Saptono,Acupuncturist,CV Usamah,Kalimantan Selatan
edc4d91c,"KH. Cager Budiyanto, S.Kom",Microbiologist,UD Jailani,Papua
561ecc5d,Liman Hartati,Health and safety inspector,Perum Habibi Wahyuni Tbk,Sulawesi Selatan
ad2de4e7,"Sutan Cengkir Irawan, S.H.","Scientist, research (maths)",UD Hasanah Tarihoran Tbk,Kalimantan Barat
9be961f0,Cakrabuana Anggraini,Furniture conservator/restorer,PT Thamrin Tbk,Jawa Tengah
b591e268,Galak Ardianto,"Scientist, physiological",UD Padmasari Usamah Tbk,Sumatera Utara
a34f71b7,Bambang Maheswara,Academic librarian,PD Kuswandari,DKI Jakarta
f9ed3ce7,"KH. Hasim Haryanti, S.I.Kom","Designer, television/film set",UD Kurniawan Tbk,Nusa Tenggara Timur
1dd74268,Lantar Hardiansyah,Medical laboratory scientific officer,PD Mustofa Halimah Tbk,Papua
fff9c520,Michelle Haryanto,Licensed conveyancer,PD Safitri Nashiruddin,DKI Jakarta
f05c4498,"R.M. Paiman Anggriawan, M.Ak","Teacher, secondary school",Perum Agustina Tbk,Gorontalo
9dcf1bf5,Eka Hastuti,Passenger transport manager,Perum Saptono,Papua Barat
d129112b,Makara Megantara,Civil Service fast streamer,PD Wijayanti Uyainah,Sulawesi Barat
c10f19d5,Dasa Winarsih,Nutritional therapist,PT Kurniawan Aryani (Persero) Tbk,Jawa Barat
4ca888f6,Ibrahim Sihotang,Patent attorney,PT Pratama,Sumatera Utara
c0358627,"Puti Cinta Hartati, S.E.I",Training and development officer,Perum Padmasari (Persero) Tbk,Jawa Timur
8fd7bd86,"KH. Kalim Zulkarnain, M.TI.","Geologist, wellsite",PT Nugroho,Papua Barat
f0064b91,Betania Wastuti,Barrister,PT Wijaya Zulkarnain,Jambi
c5dd0e52,Harsaya Hidayat,Illustrator,Perum Marpaung,Aceh
9472819e,Hafshah Saefullah,"Accountant, chartered public finance",UD Hidayat Sihombing Tbk,Nusa Tenggara Barat
f894c72c,"Natalia Dabukke, S.Pd",Best boy,PT Prabowo,Lampung
0cbf4803,Paris Astuti,"Engineer, production",Perum Pangestu Puspita,Riau
ef31cf59,Hasna Pudjiastuti,Operations geologist,Perum Sihombing Utama,Papua Barat
18c2485d,"Umaya Hutapea, S.Pt",Fitness centre manager,CV Damanik Tbk,Nusa Tenggara Timur
62636a1a,Jati Kusumo,"Designer, jewellery",CV Mustofa Damanik (Persero) Tbk,Jawa Timur
d073e7c4,Emong Haryanti,"Education officer, environmental",CV Suryono Oktaviani (Persero) Tbk,Sulawesi Tenggara
d0ab141f,"R.M. Dalimin Tarihoran, S.Sos",Astronomer,PT Firmansyah Sihotang,Sumatera Selatan
944c0a9a,"R.M. Muhammad Halim, S.Farm",Furniture designer,PT Pudjiastuti Wijayanti Tbk,Sumatera Selatan
3032ba7c,Yessi Kusmawati,Pathologist,PD Ramadan (Persero) Tbk,Sulawesi Tengah
787c8211,Kania Uwais,"Surveyor, rural practice",PD Sitompul Zulkarnain,Bali
ac3dfcdc,"R.M. Raditya Irawan, S.Psi",Manufacturing systems engineer,CV Nasyiah,Nusa Tenggara Barat
6a6a0f37,Pia Laksita,Broadcast engineer,CV Mandasari,Kepulauan Riau
fdebff44,"drg. Anita Siregar, S.Psi",Freight forwarder,Perum Padmasari,DKI Jakarta
1e2fcb68,Raditya Prabowo,Nature conservation officer,PT Sihombing (Persero) Tbk,Jambi
922c85b1,Legawa Novitasari,Applications developer,Perum Setiawan Samosir,Kalimantan Utara
2e34fb06,Opung Lazuardi,IT sales professional,PT Santoso (Persero) Tbk,Maluku
ea38bdf4,drg. Paramita Najmudin,Multimedia programmer,PD Santoso Nuraini (Persero) Tbk,Jawa Timur
76ec8e7d,Maryanto Samosir,"Civil engineer, contracting",CV Sudiati Manullang,Kalimantan Selatan
80c2367d,"Drs. Kayla Puspita, M.TI.",Psychiatric nurse,PT Uwais Tbk,Kepulauan Riau
