ID_Karyawan,Nama_Lengkap,Profesi,Perusahaan,Provinsi
6ac51304,Tgk. Adhiarja Tarihoran,Armed forces operational officer,Perum Wulandari Sinaga (Persero) Tbk,Banten
d2d675b3,Melinda Sudiati,"Copywriter, advertising",UD Widiastuti Rahimah Tbk,Jawa Tengah
0c91c301,"Caraka Mansur, S.E.I",Secretary/administrator,UD Pratiwi Purwanti,Kalimantan Timur
fcec8027,Najwa Kusumo,English as a second language teacher,CV Oktaviani (Persero) Tbk,Sumatera Selatan
950515f0,"Jasmin Marbun, S.Pd",Paramedic,Perum Damanik Utami,Kalimantan Barat
ad3389f0,"drg. Eman Maryati, M.Farm",Ophthalmologist,CV Palastri (Persero) Tbk,Nusa Tenggara Barat
ecdd0c44,"H. Paiman Siregar, M.Kom.","Secretary, company",Perum Saptono Winarno,Sulawesi Utara
c0077ef9,"Jaga Napitupulu, M.TI.","Engineer, building services",PD Nasyiah,Sulawesi Tengah
b6fb338d,Hj. Carla Setiawan,Dietitian,Perum Jailani Namaga,Papua Barat
473e51ec,Sutan Emin Siregar,Tax inspector,UD Habibi Tbk,Sumatera Utara
840444b2,Elvina Astuti,Lawyer,UD Manullang Tbk,Jawa Barat
8f487294,Najib Mayasari,Legal executive,UD Habibi,Nusa Tenggara Barat
08d14ff0,Rahman Wulandari,"Engineer, manufacturing systems",Perum Palastri Kusumo (Persero) Tbk,Sulawesi Tenggara
d9ccdf7e,Liman Sinaga,Museum/gallery conservator,CV Mulyani Wibowo Tbk,Bali
4fca195f,Ayu Laksita,Make,PT Santoso,Jawa Barat
b8d41545,Hana Maryati,Leisure centre manager,PT Mandala Zulaika,Kalimantan Tengah
b43812c5,Daryani Wulandari,Psychiatric nurse,Perum Saptono,Kalimantan Utara
d4ac6eb6,KH. Galih Zulkarnain,Teaching laboratory technician,PT Astuti,Riau
67fdf719,T. Hartaka Zulaika,Advertising account planner,PD Maheswara Ramadan,Kalimantan Barat
91971c13,"drg. Hani Wibisono, S.Pd","Lecturer, further education",PT Rahayu Haryanto,Gorontalo
9891f8cb,"Wulan Thamrin, S.Farm",Intelligence analyst,PT Wijayanti Tbk,Sulawesi Barat
43b61714,"Tgk. Cinthia Rajasa, S.I.Kom",Chartered management accountant,PT Sihombing Mulyani,Papua Barat
4b696a76,"drg. Ganjaran Hastuti, S.E.",Immigration officer,CV Budiman Ramadan,Kalimantan Tengah
a4a204b1,Pranata Ramadan,Ambulance person,CV Pradipta,Riau
8aa4ca5d,"R.A. Kiandra Uyainah, S.Gz","Conservation officer, historic buildings",UD Narpati,DKI Jakarta
69479f35,Yance Rahimah,Broadcast journalist,CV Samosir Oktaviani (Persero) Tbk,DKI Jakarta
bac960a5,"Panca Waluyo, S.H.",Clinical research associate,Perum Salahudin (Persero) Tbk,Bali
a3aabef0,"Hasan Widiastuti, M.Ak","Programmer, applications",CV Irawan,Sulawesi Tenggara
14bb8116,Harimurti Nasyiah,Cartographer,UD Rahimah Hidayat (Persero) Tbk,Bali
f5aedbdc,KH. Raditya Hidayanto,"Engineer, maintenance",UD Pratiwi (Persero) Tbk,Nusa Tenggara Timur
416234e5,Sakura Gunarto,Systems developer,PD Hastuti Tbk,Banten
ade3196d,Umay Nasyidah,Speech and language therapist,Perum Rahmawati (Persero) Tbk,Kepulauan Riau
75cec558,Sutan Atma Simanjuntak,Oncologist,PT Dongoran,Kepulauan Riau
7c446c04,Galar Saptono,Trade mark attorney,Perum Narpati,Riau
30e0ac4d,"Patricia Sihombing, S.Psi",Medical secretary,UD Hidayat Sitorus,Sulawesi Selatan
ab9622e7,"R.M. Banawi Utama, S.Sos","Engineer, petroleum",CV Situmorang (Persero) Tbk,DKI Jakarta
38e81f71,"Drs. Janet Hasanah, S.E.I",Electronics engineer,UD Rajasa Sitorus,Sulawesi Selatan
e61a1bca,Chelsea Maryadi,Minerals surveyor,Perum Rahayu Gunawan,Riau
f6c1f999,Kenes Wacana,Communications engineer,PD Thamrin (Persero) Tbk,Kalimantan Tengah
ddc74671,Sabri Uyainah,Multimedia specialist,CV Ardianto (Persero) Tbk,Kalimantan Utara
588bc1d8,drg. Zelaya Astuti,Architect,PD Putra Tbk,Riau
a8e47430,Gaman Yulianti,"Production assistant, television",CV Iswahyudi,Sumatera Selatan
beb9c8cd,Sakura Andriani,"Teacher, music",CV Hasanah Riyanti Tbk,Sumatera Selatan
0153de88,Yance Latupono,Public librarian,CV Tampubolon (Persero) Tbk,Aceh
7fba007f,Aris Natsir,Best boy,PD Saefullah,Kepulauan Riau
2ea86d6c,Sutan Bajragin Santoso,Exhibition designer,Perum Rahmawati Saefullah,Kepulauan Bangka Belitung
e41c1e2a,"T. Dipa Siregar, M.Kom.",Hospital doctor,UD Yolanda Haryanto,Kalimantan Barat
8c4f0d32,Nasrullah Waskita,Paediatric nurse,UD Lailasari Marpaung,Jawa Barat
c592fa8d,"Ir. Diana Damanik, M.Kom.",Graphic designer,CV Rahayu Tbk,Papua
bb825859,Kasiyah Jailani,"Pharmacist, community",UD Usada Tbk,Lampung
14d775d3,Anastasia Marpaung,Sub,PT Aryani,Sulawesi Tengah
22d9403a,Putri Mansur,"Buyer, industrial",Perum Rahmawati,Jawa Tengah
6cb4babc,Eka Hardiansyah,Information officer,UD Najmudin,Kalimantan Selatan
f38c929b,R. Cawisadi Irawan,Systems developer,CV Palastri (Persero) Tbk,DKI Jakarta
a1a18b75,Cahyo Mahendra,"Secretary, company",Perum Farida,Kepulauan Bangka Belitung
183d2cad,Widya Maheswara,"Pilot, airline",PT Marbun Yuliarti (Persero) Tbk,Maluku
5c40ce5f,"Hairyanto Uyainah, S.Kom",Meteorologist,CV Pangestu (Persero) Tbk,Kalimantan Barat
822f1982,Hani Permadi,Chiropodist,PT Wulandari Tbk,Kepulauan Bangka Belitung
65760383,"R. Julia Palastri, M.Farm",Market researcher,Perum Najmudin (Persero) Tbk,Maluku Utara
5082125c,Prasetyo Suwarno,"Editor, magazine features",UD Kusmawati (Persero) Tbk,Sulawesi Selatan
e9fd5fb9,Maryadi Sitorus,"Nurse, children's",CV Safitri Tbk,Sulawesi Selatan
f1f86262,Farhunnisa Tampubolon,Health promotion specialist,Perum Tamba,Kalimantan Selatan
8660bec5,Hasna Haryanto,Metallurgist,Perum Waskita (Persero) Tbk,DKI Jakarta
58385e23,Adhiarja Fujiati,Insurance account manager,UD Maheswara,Nusa Tenggara Timur
0cfc6c3a,H. Jagapati Nuraini,"Scientist, physiological",Perum Nasyiah Tbk,Jawa Barat
e784a2a3,"Jessica Sihombing, S.T.",Armed forces training and education officer,PD Mandasari Winarsih,Jawa Tengah
f3cc60e6,"Nabila Pranowo, S.Pd",Sales promotion account executive,CV Maryadi Usamah Tbk,Banten
368242af,Kani Sirait,Web designer,CV Maheswara Haryanti,Sulawesi Tengah
b7bdd9a4,Niyaga Nuraini,Outdoor activities/education manager,CV Firmansyah Maheswara,Sumatera Selatan
665a2e5f,"Bella Pradana, S.Psi","Engineer, maintenance",UD Namaga Wijayanti,Sumatera Barat
4906b292,Nyana Latupono,Magazine features editor,CV Safitri (Persero) Tbk,Kalimantan Selatan
3b3974e9,"Oni Natsir, S.Pd",Environmental consultant,PT Maulana (Persero) Tbk,Papua
e764f105,"Ajimat Rahmawati, S.E.",Equality and diversity officer,PT Nugroho,Sulawesi Barat
fad12851,Soleh Kurniawan,Clinical molecular geneticist,CV Suryono Tbk,Sulawesi Tenggara
815bed2d,Irma Uwais,Local government officer,PT Tamba Sirait,Kalimantan Tengah
9f73d11e,Tantri Nuraini,Office manager,UD Mangunsong Tbk,Aceh
9cbd0c5c,Maida Iswahyudi,Water quality scientist,CV Simanjuntak Wacana Tbk,Jawa Tengah
542d211e,Ika Maulana,"Horticulturist, commercial",PD Wulandari (Persero) Tbk,Papua Barat
d6ffd467,Victoria Saptono,Fish farm manager,PD Aryani Tbk,DKI Jakarta
53acb93b,Cut Ayu Januar,"Therapist, drama",Perum Permadi Pradipta,Bengkulu
4c6f52b4,"Fitriani Siregar, S.E.",Public librarian,CV Aryani Latupono,Kalimantan Timur
2d613c1a,"R. Anita Usamah, S.IP",Professor Emeritus,UD Purnawati (Persero) Tbk,Sulawesi Selatan
77bf9de7,Anom Prayoga,Leisure centre manager,Perum Winarsih Haryanti,Papua Barat
61bb05f6,Arta Oktaviani,"Editor, magazine features",PT Rajasa,DKI Jakarta
3e0af334,Hamima Yolanda,Further education lecturer,CV Mangunsong Megantara,Sumatera Barat
c9e6ccf4,Adika Suryono,Chief Executive Officer,PT Nainggolan Tbk,Papua Barat
d990d0b7,"Betania Halim, M.TI.",Nutritional therapist,PT Setiawan,Jawa Tengah
5fb79357,Queen Sinaga,Administrator,CV Suwarno,Maluku
3775203e,Latika Yuniar,Scientific laboratory technician,UD Mahendra,Kepulauan Riau
03c2ceb6,Sutan Estiawan Sinaga,Conference centre manager,PD Andriani Tampubolon (Persero) Tbk,Jawa Tengah
ff62bc94,Betania Anggraini,"Biochemist, clinical",UD Sudiati,Kalimantan Timur
de5f30cc,Ayu Gunawan,Further education lecturer,PT Laksita (Persero) Tbk,Sulawesi Tenggara
126b9202,Rahayu Padmasari,"Radiographer, diagnostic",CV Pradana Tbk,DI Yogyakarta
abd8150c,Kemba Wahyuni,"Therapist, nutritional",UD Salahudin Suryatmi,Kalimantan Barat
b8b4838f,Kawaya Utama,Visual merchandiser,PT Riyanti,Jawa Timur
c974d782,Hari Hutasoit,Textile designer,Perum Waskita Tbk,Bali
214a0d2c,"Nardi Prasetya, S.IP",Minerals surveyor,CV Ardianto Maheswara Tbk,Gorontalo
1bdd119b,Tgk. Gamani Budiman,Fisheries officer,PD Sihombing Siregar Tbk,Sulawesi Tenggara
007a37bc,Tgk. Cinthia Hasanah,Occupational psychologist,CV Pratiwi Kusumo,Bali
d5f7d165,"Jarwa Hastuti, M.Kom.",Geoscientist,PT Gunawan Tbk,Bali
1b555cd2,Mala Wijaya,Hydrogeologist,UD Siregar Uyainah Tbk,Sulawesi Tenggara
9240cdf0,Hendra Santoso,"Scientist, audiological",PT Budiyanto,Kepulauan Riau
e16b54ac,Jaeman Pratama,Occupational psychologist,CV Mardhiyah Laksita (Persero) Tbk,Jawa Timur
76d77af9,Bakti Purnawati,"Teacher, primary school",CV Mansur,Riau
f704af76,"Indra Budiyanto, S.I.Kom",Archaeologist,UD Lailasari (Persero) Tbk,Jambi
21a875de,"Talia Mahendra, S.Gz",Estate agent,UD Santoso Tbk,Papua Barat
6078d2b5,Ika Rahimah,Television floor manager,UD Nasyidah,Kepulauan Bangka Belitung
d8063e74,"Puti Ani Iswahyudi, S.Pd","Accountant, chartered public finance",PD Setiawan Yuniar,Kalimantan Tengah
3b26cc4b,Ajimin Winarsih,"Engineer, biomedical",Perum Usamah Tbk,Sulawesi Tenggara
26810263,Safina Anggraini,"Chemist, analytical",UD Rajasa Tbk,Sulawesi Utara
da62fbed,Anastasia Januar,Music therapist,CV Saefullah,DI Yogyakarta
18072f61,Purwadi Thamrin,Building services engineer,PT Wasita Tamba (Persero) Tbk,Nusa Tenggara Timur
6918cb0b,Ratna Hutagalung,"Teacher, English as a foreign language",UD Rajasa (Persero) Tbk,Lampung
4dbb382a,"Mitra Nurdiyanti, M.Ak","Engineer, land",PT Wastuti,Nusa Tenggara Barat
a661939e,"Drs. Waluyo Mayasari, S.H.",Advertising art director,PD Puspita Saptono,Sulawesi Tengah
5a353dc6,Fitria Sitorus,Medical illustrator,UD Simbolon,Sumatera Selatan
590def4a,Elon Prasetyo,Therapeutic radiographer,PT Putra,DKI Jakarta
ed2291f1,Sakura Wulandari,Physiological scientist,PD Maryati,Jawa Barat
9dc6700a,Purwanto Prabowo,Chief Operating Officer,PT Saputra (Persero) Tbk,Jawa Timur
d81f73bf,Raina Lestari,Company secretary,PT Sihombing Tbk,Gorontalo
804be2d8,Aurora Narpati,Solicitor,PD Mansur Tbk,Sulawesi Utara
f53a4117,Rafid Halimah,Fine artist,PT Jailani,Bengkulu
6e566dcf,"H. Wahyu Purwanti, S.Sos",Event organiser,PD Pradana Rahmawati,Riau
9b3fd06e,"Among Namaga, M.Pd","Surveyor, building",CV Kuswandari,Kalimantan Barat
54658634,Zelaya Yulianti,Ergonomist,UD Hakim,Sulawesi Selatan
32ec7828,Tgk. Tedi Samosir,Metallurgist,PT Salahudin,Riau
f4c3cf97,Kawaca Novitasari,"Investment banker, corporate",PT Mangunsong (Persero) Tbk,Papua
0069844d,Cemplunk Setiawan,Toxicologist,CV Utami Tbk,Jawa Tengah
c4b4db31,"Bakda Habibi, M.Farm","Buyer, retail",PD Tamba Budiman,Sulawesi Tengah
5e7ef64b,"Drs. Kasiyah Zulkarnain, S.Pd",Publishing copy,Perum Utama Kusumo Tbk,Maluku
99eb6c41,"Sutan Damu Hutagalung, S.H.",Financial manager,Perum Sitorus Haryanti,Kalimantan Utara
56036eb7,Daruna Pangestu,"Designer, television/film set",UD Nainggolan Pudjiastuti Tbk,Lampung
861c7ee3,"Ir. Emas Mansur, S.Ked",Insurance claims handler,UD Nababan Hutasoit,Papua Barat
0b895d65,Pardi Zulaika,Clinical embryologist,CV Santoso,Lampung
4e34269e,Samsul Firgantoro,"Physicist, medical",PT Kusmawati Kusmawati,Kepulauan Riau
75a54c9f,Bahuwirya Wibisono,Financial adviser,PT Hariyah Halimah (Persero) Tbk,Kepulauan Riau
5898b836,"Gamblang Zulaika, M.Pd","Therapist, speech and language",Perum Pradana Tbk,Aceh
882a9a98,Devi Yuniar,"Production assistant, television",PD Namaga (Persero) Tbk,Kalimantan Tengah
546018a8,Tari Adriansyah,Logistics and distribution manager,PD Rahayu Natsir,Jawa Timur
4332572b,drg. Artanto Sudiati,Cartographer,Perum Prasasta,Kalimantan Tengah
9b5b9c0e,Maras Najmudin,Health promotion specialist,UD Hutasoit (Persero) Tbk,Kepulauan Bangka Belitung
6662e10b,"Tgk. Ghaliyati Andriani, M.TI.","Engineer, mining",CV Manullang,Sumatera Selatan
506959b1,"Karja Nababan, S.E.",Furniture conservator/restorer,PD Utami Mangunsong,DKI Jakarta
1016f0cc,Puti Clara Astuti,Psychotherapist,PD Pudjiastuti Rahimah,Maluku
84ab9f49,Yahya Marbun,Environmental manager,UD Ardianto (Persero) Tbk,Kalimantan Timur
b97f8574,Tami Januar,"Therapist, occupational",Perum Pradipta Mansur (Persero) Tbk,Maluku
8a0ec402,Sutan Empluk Sihombing,"Conservation officer, historic buildings",PT Putra (Persero) Tbk,Bali
c3ebe165,Janet Fujiati,"Designer, fashion/clothing",PT Sirait Hutagalung,Jawa Barat
93fff265,"Iriana Budiman, M.Ak","Engineer, structural",UD Lazuardi,Sulawesi Tenggara
e00f1eb0,Natalia Januar,Market researcher,PD Pranowo,Sulawesi Barat
dd98a5d9,Raina Firmansyah,"Administrator, education",PD Pradipta Tbk,Sumatera Barat
534fa83e,Luhung Pangestu,Dietitian,CV Hutasoit Tbk,Bali
3faa19e4,"Elma Simanjuntak, S.Pt",Warehouse manager,CV Gunawan,Maluku
fa5ecc99,Raditya Jailani,Dance movement psychotherapist,UD Nasyiah Pranowo (Persero) Tbk,Sumatera Barat
9444f300,Parman Thamrin,"Nurse, children's",Perum Hariyah,Sulawesi Selatan
9f660034,"Radika Tamba, S.E.","Editor, commissioning",UD Pradipta Pangestu Tbk,Kalimantan Tengah
99371415,Ida Latupono,Operational investment banker,PD Jailani Tbk,Sumatera Barat
57f51c94,"KH. Galak Hutapea, S.Ked","Accountant, chartered management",Perum Nababan Kusumo,Maluku Utara
d0669283,Uchita Nainggolan,Clinical embryologist,UD Siregar,Lampung
4db1b5aa,Tgk. Chelsea Rahmawati,"Production assistant, television",Perum Mandasari Prasasta,Sumatera Barat
236f9d2d,Drs. Fitriani Situmorang,"Scientist, marine",PD Sihombing Megantara Tbk,DI Yogyakarta
61ce03da,Patricia Mandasari,Housing manager/officer,Perum Waluyo,Kalimantan Timur
fba8f42e,Kani Waskita,Sport and exercise psychologist,Perum Andriani Laksita,Maluku Utara
c1c23376,Jasmani Rajata,"Administrator, arts",Perum Farida Permadi,Sumatera Utara
8073db64,Rika Padmasari,Television production assistant,UD Purwanti (Persero) Tbk,Nusa Tenggara Barat
0748aa5b,Jamil Simanjuntak,Multimedia specialist,PT Siregar Tbk,Maluku
92c0a42f,Gada Hidayat,Media planner,CV Prakasa,Kalimantan Selatan
6ec260b1,"Salman Hidayanto, M.Ak","Teacher, adult education",UD Marbun Iswahyudi (Persero) Tbk,Sumatera Selatan
50d77c05,Rina Hariyah,Medical sales representative,Perum Pranowo Tbk,Gorontalo
69589f49,"dr. Teguh Adriansyah, S.H.",Legal executive,PD Purnawati,Kepulauan Riau
f53e5d69,Purwadi Rahimah,"Lecturer, higher education",PD Sitompul,Jambi
5b0c94e5,Ilsa Narpati,Fish farm manager,CV Wulandari Tbk,Banten
cf5f5070,"Dr. Gina Agustina, S.Sos",Company secretary,UD Suryono Saefullah,Kalimantan Barat
36ba3b57,Sutan Edi Hutasoit,Charity officer,UD Thamrin Dongoran,Nusa Tenggara Barat
970cd04b,"Dt. Bagiya Winarsih, M.Pd",Civil Service fast streamer,PD Rajata Tbk,Sumatera Utara
00602362,Kamila Sinaga,Broadcast journalist,UD Purnawati Permadi Tbk,Lampung
b8d6feec,"T. Tasdik Siregar, S.Pd",Hydrographic surveyor,UD Ardianto Habibi,Sulawesi Tenggara
d9c82793,"Patricia Pangestu, S.T.",Video editor,CV Samosir Rajasa (Persero) Tbk,Kalimantan Barat
1eae9cf7,Kania Mahendra,Administrator,CV Simbolon Laksita,Kalimantan Selatan
f4be8513,R. Ayu Kuswoyo,Location manager,UD Lailasari Damanik,Jawa Tengah
d4c2a131,"Legawa Firmansyah, M.Kom.","Engineer, electronics",PT Winarsih Tarihoran,DI Yogyakarta
75db0fe0,Zelaya Prasasta,Cabin crew,PD Wastuti,Sumatera Barat
acfd5f4e,"Sakura Utami, M.Pd",Chief of Staff,Perum Purnawati Dabukke,Sulawesi Selatan
b6f474e4,Raisa Jailani,Building control surveyor,Perum Hidayat,Sulawesi Selatan
02dff624,Tgk. Kambali Napitupulu,"Pharmacist, hospital",PT Kusumo Prakasa,Maluku Utara
46ff7826,Nardi Farida,Travel agency manager,PD Hastuti Waskita Tbk,Kalimantan Barat
cf41e148,Gadang Melani,Academic librarian,UD Wasita Tbk,Gorontalo
