ID_Karyawan,Nama_Lengkap,Profesi,Perusahaan,Provinsi
812a7341,Edward Sihotang,Agricultural consultant,PT Suartini Padmasari Tbk,Papua
bd3203cf,Safina Sihombing,"Psychotherapist, child",Perum Tarihoran,Aceh
ef481035,"Dr. Jessica Agustina, S.I.Kom",Writer,Perum Wulandari,Nusa Tenggara Barat
00bb7426,"Dt. Gangsa Waluyo, S.IP",Air cabin crew,CV Lailasari Gunarto,Bengkulu
0c543b68,"R.A. Gasti Wahyudin, S.Pd","Designer, fashion/clothing",PT Dabukke Jailani Tbk,Jawa Timur
a06bad24,"Paramita Ardianto, S.E.I","Radiographer, diagnostic",CV Utami Suwarno Tbk,Bali
84a3e4c5,"Drs. Salwa Habibi, M.M.","Therapist, drama",PD Siregar (Persero) Tbk,Sulawesi Utara
2d4c9a90,Sadina Utama,Systems developer,CV Melani Tbk,Sumatera Barat
8ec97f9b,dr. Cinta Wijayanti,Museum/gallery conservator,PD Saragih Tbk,Sulawesi Utara
dcde6249,Daliono Novitasari,"Lecturer, further education",CV Hardiansyah Pudjiastuti,Kalimantan Selatan
92e36e97,"Tantri Tampubolon, M.M.","Investment banker, corporate",CV Pudjiastuti Anggriawan,Sumatera Barat
ef8dd868,dr. Cengkir Yulianti,Animal nutritionist,UD Prastuti Sirait Tbk,Nusa Tenggara Timur
ae8b65e5,Bella Tamba,Energy manager,CV Tamba Rahayu Tbk,Jambi
3b62c87a,Gading Namaga,"Accountant, chartered management",UD Widodo,Sumatera Selatan
2639b95b,Ophelia Simanjuntak,Medical secretary,Perum Sihombing Hakim Tbk,Kepulauan Bangka Belitung
396e6ba8,Ina Kuswoyo,"Production assistant, radio",UD Wasita Yolanda Tbk,Gorontalo
22fad83d,H. Dimas Fujiati,Sub,CV Rahmawati,Sumatera Selatan
2fbf458d,"drg. Rika Puspasari, M.Farm","Secretary, company",PT Tampubolon Zulkarnain,Sumatera Selatan
a51ea6c5,"Ifa Putra, S.T.",Human resources officer,UD Pudjiastuti Adriansyah Tbk,Sulawesi Barat
30f5081e,"Sidiq Napitupulu, S.Pd",Air cabin crew,CV Megantara,Sulawesi Tengah
65f7df83,Hamima Siregar,Analytical chemist,Perum Saputra Putra (Persero) Tbk,Kepulauan Riau
2f546dd9,"Paris Lazuardi, S.T.","Nurse, learning disability",Perum Puspasari,Lampung
11677aed,"Yuni Adriansyah, S.Psi",Air broker,Perum Mustofa Tbk,Gorontalo
096ca6ce,Wirda Jailani,Community education officer,UD Habibi,Sumatera Barat
c624eba2,Radika Yuniar,Fine artist,CV Hutapea,Sulawesi Barat
6f1aacf6,"Cut Zulfa Gunarto, S.I.Kom",Psychotherapist,CV Yolanda,Aceh
b748f61f,"Jindra Hartati, S.Farm",Immigration officer,Perum Mansur (Persero) Tbk,DKI Jakarta
62acc209,Teddy Pradana,Trading standards officer,Perum Maulana Nasyiah Tbk,Nusa Tenggara Timur
c064794e,Tantri Hidayanto,Sports coach,PD Pradana Nurdiyanti (Persero) Tbk,Sulawesi Tenggara
fef6c9ce,Tania Puspita,"Engineer, electronics",PD Pudjiastuti,Kepulauan Riau
15d9fa55,"Rahayu Pangestu, M.TI.","Therapist, music",UD Pranowo Putra (Persero) Tbk,Aceh
5bfe44c6,"dr. Sari Prabowo, M.Pd",Translator,PT Maryati Maulana,Bengkulu
835dfd39,Aisyah Adriansyah,Magazine features editor,Perum Rajasa,Jambi
4dc972b7,Ganjaran Nurdiyanti,Legal secretary,UD Rahmawati (Persero) Tbk,DI Yogyakarta
d427ed10,Kartika Sinaga,Politician's assistant,PT Suryatmi,Kalimantan Timur
0313a93f,Nadia Marpaung,Sales promotion account executive,UD Puspita Kuswoyo Tbk,Nusa Tenggara Timur
0918e641,H. Mujur Megantara,"Surveyor, mining",Perum Narpati Tbk,Kalimantan Tengah
615469fd,Harsana Nababan,Legal secretary,Perum Namaga Situmorang (Persero) Tbk,Jambi
e98ed546,Halima Utami,"Accountant, chartered public finance",CV Pradipta Yuniar (Persero) Tbk,Sulawesi Barat
a7f1a152,Cinta Anggraini,Oceanographer,CV Simbolon Tbk,Nusa Tenggara Barat
2942a619,Heru Natsir,Chartered legal executive (England and Wales),PT Haryanto (Persero) Tbk,Jawa Tengah
4791f664,"Olivia Saptono, M.Farm","Engineer, maintenance",UD Utami Riyanti,DKI Jakarta
d2ed5874,Eli Yuliarti,Social worker,CV Siregar (Persero) Tbk,Banten
9e42468a,drg. Mila Lazuardi,"Engineer, maintenance",CV Nugroho Saefullah,Sulawesi Selatan
7ae19895,Hani Tampubolon,Commissioning editor,UD Saputra Wijaya Tbk,Sumatera Utara
b87c1b63,Warji Natsir,Records manager,UD Suartini,Banten
d9911e64,"Yuliana Mandala, S.Farm",Forensic scientist,CV Palastri Prasasta,Papua
db00064f,Keisha Yuliarti,Network engineer,CV Kuswandari,Sulawesi Selatan
dbc11649,Wardaya Pradipta,"Engineer, aeronautical",CV Mandala,Kalimantan Barat
c8f405d1,"drg. Kayun Nainggolan, S.H.",Tourist information centre manager,PD Wibowo Tampubolon (Persero) Tbk,Bengkulu
11198bcf,Dinda Mahendra,Surgeon,UD Zulkarnain Aryani,Nusa Tenggara Timur
11546b69,"R. Wasis Widiastuti, S.IP",Charity fundraiser,PD Astuti (Persero) Tbk,Jawa Timur
3781951d,Jelita Wulandari,"Surveyor, land/geomatics",CV Firmansyah Siregar,Lampung
37826c2e,Bancar Hariyah,General practice doctor,UD Sitorus Utami Tbk,Nusa Tenggara Timur
59f970dc,Gatra Halimah,Race relations officer,Perum Pertiwi,DKI Jakarta
5e77247f,Dr. Mitra Usamah,"Surveyor, rural practice",PD Agustina Yuliarti,Sulawesi Tenggara
53945846,Hj. Widya Pratama,Biomedical engineer,Perum Permadi Agustina Tbk,Papua Barat
1ed783c4,Gantar Anggraini,Brewing technologist,Perum Adriansyah,Sulawesi Tenggara
157d0eb5,"Kemba Hakim, S.E.I",Tree surgeon,PD Pradana Puspasari Tbk,Sulawesi Barat
2edac1cf,Ir. Soleh Sihotang,"Producer, radio",UD Wijayanti Laksita,Kepulauan Bangka Belitung
13874b27,Dinda Tarihoran,Insurance claims handler,UD Kuswandari Tarihoran,Gorontalo
7db27f6e,Lintang Suartini,Airline pilot,Perum Nasyidah,Lampung
90f3868b,"Dr. Timbul Dongoran, M.M.",Retail merchandiser,UD Utami,Kalimantan Timur
def5189a,Banara Sihotang,"Therapist, music",CV Hardiansyah,Sumatera Utara
35285d01,Qori Winarno,"Psychologist, sport and exercise",Perum Sitorus Tbk,Bali
e256d7f6,"drg. Aurora Farida, S.Farm","Engineer, drilling",PD Winarno Sitorus,Kalimantan Selatan
89954e9f,Titi Mahendra,Research scientist (physical sciences),PD Waluyo (Persero) Tbk,Papua
476e1442,Jessica Maryadi,Building control surveyor,UD Iswahyudi Tbk,Jambi
450f3c4d,Panca Setiawan,"Administrator, local government",UD Safitri (Persero) Tbk,Jawa Barat
efadd6d9,Kamaria Padmasari,Artist,PT Prayoga Tbk,Sulawesi Selatan
4cd8f313,R.M. Luwar Hassanah,Legal secretary,CV Jailani Tbk,Kepulauan Bangka Belitung
daf1d27c,Yani Mahendra,Land/geomatics surveyor,CV Prasetya Hasanah Tbk,Gorontalo
f27036e0,"Rachel Hidayat, S.Kom",Accommodation manager,PT Zulkarnain Sinaga (Persero) Tbk,Kalimantan Barat
82d7a803,"Cut Keisha Nasyiah, M.Ak",Chief Operating Officer,UD Hutasoit (Persero) Tbk,DKI Jakarta
cc87b70d,"drg. Cornelia Marpaung, M.TI.",Air broker,CV Hardiansyah Gunarto,Jawa Tengah
6a6628a9,Teguh Oktaviani,Public house manager,PT Budiman Sihombing (Persero) Tbk,Kepulauan Bangka Belitung
b4a86b41,dr. Mahfud Prasasta,Freight forwarder,Perum Hutasoit (Persero) Tbk,Sumatera Barat
23035dd1,Gabriella Wijaya,Chief Financial Officer,PT Sitorus Mardhiyah Tbk,Kepulauan Bangka Belitung
6b3b8693,Yunita Prasetya,"Development worker, international aid",Perum Nugroho,Kalimantan Timur
5a4a84a3,"dr. Bahuwirya Prasetyo, S.Psi",Environmental consultant,Perum Mardhiyah Uwais (Persero) Tbk,Sumatera Barat
6c610547,Reza Utami,Quantity surveyor,UD Laksmiwati,Sumatera Selatan
6e838452,Drs. Puput Saputra,"Administrator, sports",Perum Riyanti Tbk,DI Yogyakarta
fbe79315,Baktiadi Ardianto,"Surveyor, building control",PT Najmudin,Bengkulu
05ba42ec,Jaiman Puspita,"Engineer, technical sales",PD Maryadi Santoso,Bali
158d3bab,Elon Samosir,"Doctor, general practice",Perum Saputra,Nusa Tenggara Barat
df31a60d,"Sutan Tirtayasa Hassanah, S.Pt",Water engineer,PT Mulyani Oktaviani,DKI Jakarta
30972995,Rachel Rahimah,Biomedical scientist,PT Habibi Tbk,Sulawesi Barat
3ed4a096,Nardi Uwais,Charity fundraiser,Perum Sitorus Tbk,Jawa Barat
08e30431,Dr. Bakianto Putra,Advertising art director,PT Zulkarnain (Persero) Tbk,Kepulauan Riau
748ae21a,Mahfud Sihombing,Film/video editor,PT Nababan Damanik Tbk,Jambi
d221bf09,Puji Narpati,Graphic designer,UD Fujiati Marpaung,Gorontalo
8af30cb7,"drg. Cindy Prayoga, S.IP",Analytical chemist,UD Habibi (Persero) Tbk,Kalimantan Barat
7298c2e0,Kania Anggriawan,"Surveyor, building",UD Widiastuti,Sulawesi Tenggara
f56347ba,Puti Mala Pratiwi,Tree surgeon,PD Saptono,Maluku
ca626de7,"Ajiman Prasetyo, M.Ak","Psychologist, occupational",PT Anggraini Saptono Tbk,Jawa Timur
1e52487a,Ir. Kala Winarsih,Television camera operator,UD Haryanti Permata,Sumatera Barat
6bddd30d,"Drs. Samiah Budiyanto, S.E.",Hydrographic surveyor,Perum Usamah Mahendra,Kepulauan Riau
f04e03c6,"Indra Mayasari, S.Psi",IT consultant,UD Gunawan (Persero) Tbk,Sulawesi Utara
