ID_Karyawan,Nama_Lengkap,Profesi,Perusahaan,Provinsi
fb5a670e,"KH. Tugiman Mansur, S.Sos",Phytotherapist,PD Wibisono (Persero) Tbk,Sumatera Selatan
ae3948b1,Karma Padmasari,Musician,UD Wibowo Manullang,Papua
57c1eb6c,Patricia Lestari,"Engineer, site",UD Nugroho (Persero) Tbk,Lampung
d5447a54,Ir. Kartika Rajasa,"Social research officer, government",UD Nainggolan Mandala Tbk,Papua Barat
3f393267,Drs. Lidya Napitupulu,Adult guidance worker,CV Pratama Tbk,Kepulauan Bangka Belitung
29fb2e15,Ulva Pertiwi,Company secretary,Perum Thamrin (Persero) Tbk,Sulawesi Barat
e30267c5,Prabu Hutasoit,"Pilot, airline",PD Melani Sihombing,Lampung
563f7962,Salimah Dongoran,Advice worker,PT Padmasari (Persero) Tbk,Bali
f014c705,"Luwes Hutagalung, S.E.","Surveyor, mining",CV Habibi Usada Tbk,Kalimantan Utara
55bd25dc,"Raharja Winarno, S.Pd",Aeronautical engineer,CV Dabukke Halim (Persero) Tbk,Sulawesi Selatan
c3f5fbdc,"Tgk. Kezia Safitri, S.Kom","Engineer, site",PT Puspita Hardiansyah (Persero) Tbk,Bengkulu
3f597187,Farah Ramadan,Chartered management accountant,UD Hidayanto,Kalimantan Tengah
18b1e40d,Lidya Putra,Lobbyist,UD Utami Lailasari,Gorontalo
72fa2ed0,Irma Prayoga,Personnel officer,PD Iswahyudi Zulkarnain Tbk,Sulawesi Utara
69dbbdd6,Azalea Wastuti,Broadcast engineer,UD Najmudin (Persero) Tbk,Banten
eb4ec83f,Dt. Slamet Haryanto,Haematologist,PD Wijaya Sitorus,Kalimantan Utara
c605a51f,Balangga Maulana,"Nurse, mental health",PT Purwanti,Kalimantan Tengah
a45c8c9d,Drs. Jaya Gunarto,"Radiographer, therapeutic",CV Nuraini Samosir (Persero) Tbk,Jawa Barat
a267cbba,"Rina Widiastuti, S.T.",Writer,UD Sirait Uwais,Riau
7bbe29e0,Hj. Alika Waluyo,Newspaper journalist,UD Handayani Sirait Tbk,Sumatera Utara
3ee3b89c,Drs. Jindra Novitasari,General practice doctor,PD Padmasari Ardianto Tbk,Jawa Barat
5eaba627,Almira Maryadi,"Designer, television/film set",PD Hastuti Hassanah (Persero) Tbk,DKI Jakarta
90dd301d,"Anastasia Yuliarti, M.Kom.",Lobbyist,UD Firgantoro,Lampung
d640b105,Lanang Prastuti,"Engineer, maintenance",PT Habibi Fujiati (Persero) Tbk,Aceh
549dbcb5,"R.A. Elma Jailani, S.Pd",Psychotherapist,PT Rajasa Tbk,Nusa Tenggara Barat
11528381,Wardaya Prasasta,Higher education careers adviser,PT Zulkarnain Tbk,Bali
6a6d69c3,"Ir. Siska Mangunsong, S.H.","Nurse, adult",PT Putra (Persero) Tbk,Sulawesi Utara
a1188ac5,Tiara Hasanah,Commissioning editor,CV Prasasta,Bali
a25a80f7,"Dr. Qori Mustofa, S.Gz",Hydrogeologist,CV Hidayat Sirait (Persero) Tbk,Sulawesi Barat
40472fd7,"Panji Halimah, M.Farm","Teacher, primary school",PT Widodo (Persero) Tbk,DKI Jakarta
e2436fd5,Drs. Intan Latupono,Accounting technician,PD Mardhiyah Sinaga,Sulawesi Selatan
dbb1fec5,Darimin Nashiruddin,"Scientist, research (physical sciences)",Perum Megantara Yulianti (Persero) Tbk,DKI Jakarta
ab59337e,Lili Andriani,"Engineer, agricultural",UD Sihotang,Kepulauan Riau
1a27617c,"Cahya Zulaika, S.E.I",Historic buildings inspector/conservation officer,PD Anggriawan Rajasa,Kalimantan Utara
809c735f,"Cinta Megantara, M.M.",Logistics and distribution manager,Perum Padmasari Wahyudin,Sulawesi Selatan
f4e68fda,Tirtayasa Riyanti,Medical laboratory scientific officer,UD Siregar (Persero) Tbk,Sulawesi Tengah
ff4f73b2,"Faizah Marbun, S.Ked",Television floor manager,CV Santoso,Kalimantan Barat
5c75fc30,"Hafshah Ramadan, S.Farm",Water quality scientist,CV Wibowo Mardhiyah (Persero) Tbk,Aceh
9f2c483e,"Ir. Luwes Pradipta, S.E.",Artist,CV Pangestu Nainggolan,Jawa Barat
4f16c53d,"Bambang Aryani, M.Pd","Civil engineer, consulting",UD Prakasa Sirait Tbk,Kalimantan Barat
127b8064,"Hj. Vivi Riyanti, S.Farm","Scientist, research (medical)",Perum Rahmawati,Jawa Barat
1c5a483c,Hj. Julia Palastri,Pension scheme manager,PD Mayasari,Bengkulu
19d7bace,Dr. Rachel Laksmiwati,Records manager,PT Pranowo Mustofa,Kalimantan Timur
b252edbe,"Ridwan Saptono, M.Kom.",Race relations officer,PD Wijaya Wibisono,DKI Jakarta
9026aa0e,Dt. Jono Simanjuntak,Forest/woodland manager,Perum Hutasoit,Bengkulu
b1f651de,Lukman Kusumo,Further education lecturer,PT Kusumo,Bengkulu
799c3646,"Hesti Sitorus, M.Farm",Tourist information centre manager,Perum Firgantoro Mandasari Tbk,Kalimantan Selatan
b0712e97,Jaiman Simbolon,Gaffer,PD Setiawan Laksita (Persero) Tbk,Kalimantan Barat
0d84d980,Kayla Maheswara,"Psychologist, educational",UD Nainggolan Sinaga,Nusa Tenggara Barat
11157119,"Hj. Najwa Sirait, S.Sos",Public affairs consultant,Perum Suwarno Salahudin (Persero) Tbk,Riau
98f77a48,Ir. Diana Pudjiastuti,"Pharmacist, community",Perum Susanti Suartini,Jawa Barat
d8172253,"Ir. Oliva Pudjiastuti, S.Sos",Air cabin crew,CV Wahyuni (Persero) Tbk,Jawa Timur
4d55c06f,"Dalima Jailani, M.Farm",Community education officer,CV Rajasa Farida (Persero) Tbk,Kalimantan Tengah
cef83ce8,"dr. Jamalia Sitompul, M.Ak",Publishing copy,UD Simbolon,Jambi
2dfff25b,Bagya Nasyidah,Patent attorney,PT Prasetyo Wasita,Bali
45a8c5ca,Abyasa Wulandari,Environmental health practitioner,PT Santoso,Kalimantan Selatan
839c3ca3,Gangsar Maheswara,Research scientist (physical sciences),Perum Mustofa Wibowo,Kepulauan Bangka Belitung
8017bacc,Jelita Simbolon,Midwife,Perum Hutasoit Sihotang,Jambi
26d02fa5,"dr. Putu Lailasari, S.T.","Surveyor, insurance",UD Mayasari Tbk,Sulawesi Selatan
3707cdef,Karsa Latupono,Osteopath,Perum Hardiansyah,Riau
18b67e31,H. Jati Laksita,"Scientist, biomedical",CV Oktaviani (Persero) Tbk,Kalimantan Selatan
41c8cbf7,"Tgk. Satya Puspasari, S.Pt",Games developer,PD Andriani Tbk,Bali
39fb86e3,"Cawuk Tampubolon, S.Psi","Nurse, children's",Perum Narpati Tbk,Riau
19e31535,Kayun Thamrin,Best boy,PT Gunawan,Maluku Utara
00bb2955,Respati Pangestu,"Administrator, education",PD Rajasa Halimah,Jambi
27733ce1,"Dr. Fitriani Usada, S.E.I",Broadcast journalist,PT Narpati Zulaika Tbk,Maluku
9c63caad,Ajiono Hakim,"Lecturer, higher education",CV Wijayanti Kuswandari (Persero) Tbk,Jawa Timur
a8ebcad1,Tgk. Artawan Nasyiah,Dancer,PT Santoso Tbk,Sulawesi Barat
68761d5b,Gasti Utama,Outdoor activities/education manager,PD Kurniawan Ardianto,Aceh
ed01dd22,Rizki Mulyani,Hydrographic surveyor,PT Waluyo Nuraini,Bengkulu
e7ed8432,Puti Jamalia Prasetyo,Community arts worker,Perum Laksita (Persero) Tbk,Sumatera Barat
6960d6f6,Kasiyah Puspita,"Secretary, company",PD Prakasa (Persero) Tbk,Aceh
ba64b2c1,Tgk. Unjani Sihombing,Building services engineer,UD Maheswara Namaga (Persero) Tbk,Bali
ea698c01,Nrima Tamba,Fitness centre manager,PT Siregar Tbk,Nusa Tenggara Barat
dbffa4ff,"R. Karma Widiastuti, S.IP",Community education officer,PT Nasyidah Maryati (Persero) Tbk,Papua Barat
38ad29d5,Karsa Sihombing,Animal nutritionist,CV Pangestu,DI Yogyakarta
17bf41fa,Viktor Permata,"Engineer, water",CV Maryadi,Nusa Tenggara Timur
e843ac73,Ophelia Nashiruddin,Public house manager,PD Pranowo Tbk,Jawa Barat
b9b76be5,Gatot Kuswoyo,Aeronautical engineer,PT Hutapea (Persero) Tbk,Riau
9a22a9dc,Cecep Nababan,Television production assistant,PD Utama Prakasa Tbk,Maluku
82ede37d,"Salimah Suryono, M.M.",Management consultant,PT Zulkarnain Megantara,Papua
2a7705e9,Maimunah Januar,Veterinary surgeon,CV Saragih,DKI Jakarta
81003337,dr. Vega Sihotang,Insurance claims handler,CV Mulyani,Sulawesi Barat
3c977c8a,Ajeng Dongoran,"Administrator, arts",Perum Nainggolan,Sumatera Selatan
d0210d9a,Harsaya Irawan,"Engineer, aeronautical",CV Halim Salahudin (Persero) Tbk,Kalimantan Utara
a141576b,Kani Namaga,Magazine features editor,PT Irawan Prabowo Tbk,Kepulauan Riau
b54b23c7,"R.M. Lukita Mardhiyah, M.M.",Electronics engineer,PT Maryati Nugroho (Persero) Tbk,Jawa Timur
0c447526,Setya Nurdiyanti,Civil Service fast streamer,UD Permata Hassanah (Persero) Tbk,Nusa Tenggara Barat
760d8931,Luluh Winarno,Geophysicist/field seismologist,CV Mandala (Persero) Tbk,Lampung
59fa77d9,"Uli Kuswandari, S.Pd","Engineer, civil (contracting)",PD Usamah,Sulawesi Utara
8d8dd552,Jaswadi Rahimah,Advice worker,PD Kusumo Tbk,Sulawesi Barat
a8de9478,Rahmat Nasyidah,"Education officer, environmental",PT Budiman,Riau
7c9df38d,Halima Pangestu,Chiropodist,Perum Adriansyah Tbk,Riau
228967e9,"Jasmin Permata, M.M.",Contractor,CV Permata,Sumatera Utara
d914a030,Cayadi Pratama,Camera operator,PT Suryatmi,DI Yogyakarta
58c0f412,Jelita Anggriawan,Chief Marketing Officer,UD Handayani Gunarto,Kalimantan Utara
7cf566f6,Latika Situmorang,Community development worker,CV Sihombing Saputra Tbk,Sulawesi Utara
ee0dc7d5,Nyoman Rajata,Health visitor,UD Lailasari Putra (Persero) Tbk,Kalimantan Timur
19021496,Bakidin Kusmawati,Theatre director,PT Lazuardi,Kepulauan Riau
0cc9fd41,Hani Wastuti,Insurance broker,Perum Saptono Prasetyo Tbk,Papua Barat
afdbbb02,Leo Pertiwi,"Lighting technician, broadcasting/film/video",Perum Budiyanto (Persero) Tbk,Jawa Barat
42d35447,"KH. Raden Haryanto, S.I.Kom","Radiographer, diagnostic",PD Megantara Tbk,Aceh
8f1245d2,KH. Danu Purnawati,Video editor,Perum Lestari Tarihoran (Persero) Tbk,Maluku Utara
493fbfa7,Jaga Suwarno,"Nurse, mental health",UD Padmasari (Persero) Tbk,Sulawesi Tenggara
84e6ec94,Gasti Irawan,"Research officer, government",Perum Najmudin Tbk,Jambi
53dbea19,Viktor Laksmiwati,Plant breeder/geneticist,CV Anggraini Mandasari,Jawa Barat
947b6b63,Tari Kusumo,Public house manager,CV Ardianto Wijaya Tbk,Jawa Barat
363052ad,Tania Mayasari,"Therapist, music",UD Novitasari Tamba Tbk,Papua Barat
e9343b61,Prayoga Hutapea,"Accountant, chartered",Perum Rahayu,Nusa Tenggara Barat
0104a6c7,Nadia Purnawati,"Engineer, broadcasting (operations)",PD Wibisono Mulyani (Persero) Tbk,Sulawesi Tengah
0d6acabc,"Luwes Usamah, M.TI.",Fine artist,CV Wacana Salahudin,Jawa Tengah
82838901,Zalindra Prasasta,Hydrographic surveyor,Perum Saputra,DKI Jakarta
3276db94,"Dr. Halim Yuliarti, S.Psi",Comptroller,Perum Saptono Manullang,Sulawesi Tengah
621d12b7,"H. Upik Sinaga, S.H.",Dispensing optician,UD Wastuti Habibi,Papua
dd780374,Gawati Kuswoyo,Management consultant,Perum Nashiruddin Tbk,Sulawesi Tengah
f94721e7,Najam Manullang,Advertising copywriter,UD Utami,Sulawesi Barat
f4eb7031,Laksana Sihombing,Hospital doctor,CV Nugroho Suryono,Kalimantan Selatan
d5fff7d0,"Puspa Santoso, S.Gz",Administrator,CV Novitasari Dongoran (Persero) Tbk,Sulawesi Selatan
d01896bb,Kasim Kusmawati,Neurosurgeon,PD Lailasari Lailasari Tbk,Sulawesi Selatan
ea8d37a8,Raisa Yuliarti,Dramatherapist,CV Thamrin,Papua
e1650e9c,Cut Ulva Pudjiastuti,Armed forces training and education officer,PT Najmudin Halim,Kalimantan Utara
00aae7b5,Nurul Zulkarnain,Warden/ranger,PT Wijaya (Persero) Tbk,Sulawesi Utara
505aa636,Utama Hariyah,"Designer, industrial/product",PD Narpati Safitri,DI Yogyakarta
a064ce4b,"Atma Novitasari, M.Farm",Advice worker,Perum Prasetya Megantara,Jambi
9ca38688,dr. Elon Yolanda,"Scientist, water quality",UD Wacana Samosir,Sulawesi Tengah
50bde7c1,"Anita Namaga, M.Kom.","Designer, multimedia",CV Maryadi Januar (Persero) Tbk,Sulawesi Barat
b7b442f6,dr. Fitriani Prasetya,"Engineer, chemical",PT Prasasta (Persero) Tbk,Banten
af2a26fb,"Mala Suryono, S.Gz",Chiropractor,UD Kuswoyo Pranowo (Persero) Tbk,Banten
cca16141,Cakrabuana Iswahyudi,"Therapist, music",PT Pudjiastuti Anggraini,Nusa Tenggara Barat
b642c71c,KH. Wadi Maryadi,Chartered legal executive (England and Wales),PD Safitri Wulandari Tbk,Kalimantan Barat
cded7330,Cut Siska Winarno,"Secretary, company",PD Marpaung,Sulawesi Barat
5959e15b,"Galiono Habibi, M.Kom.",Accommodation manager,Perum Agustina Prasetya Tbk,Jambi
c85ab5dd,"H. Mulyanto Wijayanti, S.Farm",Museum/gallery conservator,Perum Waluyo,Banten
1ac948d6,Yunita Purnawati,Hotel manager,UD Saragih Firmansyah,Papua Barat
60aa3f6c,"Drs. Aurora Sihombing, S.Pt","Teacher, English as a foreign language",PD Padmasari,Nusa Tenggara Barat
59ca9238,"Calista Hakim, M.Ak","Horticulturist, commercial",UD Pudjiastuti Purwanti (Persero) Tbk,DI Yogyakarta
3267ea6a,Hj. Farhunnisa Kusmawati,Banker,PT Sihotang,Papua
9576a8ca,Galur Habibi,Building control surveyor,CV Siregar Tbk,Papua Barat
252c272a,Zelaya Januar,Exhibition designer,PD Permadi Prabowo,Sumatera Utara
dbd65a15,Raina Kuswandari,Dramatherapist,PD Sihombing Tbk,Kalimantan Tengah
4f6e57f1,Lembah Agustina,Barrister,UD Pratiwi Sitorus Tbk,Kepulauan Riau
00f69abb,Siti Putra,Financial controller,Perum Farida,Kalimantan Tengah
dc2d50d9,Narji Padmasari,Amenity horticulturist,Perum Puspita,Kepulauan Bangka Belitung
e6954557,Kairav Megantara,Armed forces training and education officer,CV Wijaya Tbk,Banten
5ec54e9f,"Dr. Atmaja Prakasa, S.I.Kom",Comptroller,CV Napitupulu Sihombing Tbk,Papua
d4147b17,Kenzie Purwanti,Ship broker,CV Ardianto,Sulawesi Barat
dfd10cd0,Cut Vanya Laksita,Human resources officer,CV Hutapea (Persero) Tbk,Kalimantan Timur
2ceb30fc,Umaya Oktaviani,Advertising art director,UD Tamba (Persero) Tbk,Nusa Tenggara Timur
5a98ab77,Jagapati Hastuti,Geographical information systems officer,UD Wastuti Haryanto,Kalimantan Timur
ac2ee672,"R.A. Yunita Wulandari, S.T.",Social researcher,UD Adriansyah Tbk,DI Yogyakarta
873841a5,Candrakanta Rahimah,Proofreader,PD Yuniar Gunarto (Persero) Tbk,Kalimantan Selatan
620098fd,Galih Suryatmi,Paramedic,CV Gunawan (Persero) Tbk,Sulawesi Barat
76909978,Jayadi Haryanto,Oncologist,Perum Wibowo Tbk,Sulawesi Utara
a14d06f9,Kania Hidayat,Television production assistant,PD Maryadi Iswahyudi Tbk,Sulawesi Selatan
894d4362,Ir. Kemba Wasita,Publishing copy,CV Ramadan Setiawan (Persero) Tbk,Sulawesi Selatan
aa3ba25b,Rachel Nugroho,Chiropodist,UD Mandasari Tbk,Kalimantan Selatan
8c760d0d,Lurhur Simanjuntak,Geophysical data processor,Perum Wahyuni (Persero) Tbk,Nusa Tenggara Timur
0799a89a,"Galak Mahendra, S.Sos","Radiographer, therapeutic",PT Situmorang Tbk,Kepulauan Riau
c40ff4f8,R.A. Jelita Pratiwi,Chief Strategy Officer,CV Wijayanti,Jambi
7f9612b5,"Tgk. Kiandra Sitompul, S.Pt",Agricultural engineer,Perum Nasyidah Prastuti,Kalimantan Timur
73ef2ce0,Candra Mulyani,"Biochemist, clinical",Perum Pangestu,Bengkulu
f19f081f,Sutan Mulyono Kusmawati,Fisheries officer,CV Suryatmi Samosir (Persero) Tbk,Lampung
7f0c3751,"Dr. Opan Samosir, M.Kom.","Restaurant manager, fast food",PD Sudiati (Persero) Tbk,Lampung
8646fa19,Syahrini Pangestu,Public relations account executive,PD Pranowo Situmorang,Jawa Timur
4228e4ef,"Fathonah Maryadi, M.M.",Psychiatrist,CV Farida Maryadi (Persero) Tbk,Jawa Tengah
f3a349ce,Sutan Jamal Mulyani,Stage manager,CV Hakim,Kalimantan Tengah
9ea823f3,Karen Jailani,Careers information officer,UD Budiman Anggriawan,Sulawesi Tengah
ba6b86b6,Maimunah Mandala,Pensions consultant,PT Najmudin Latupono (Persero) Tbk,Sulawesi Tenggara
cd93d9d1,Gaduh Mandasari,Arts development officer,PT Wahyudin Tbk,Gorontalo
50ce57dd,Uda Hutasoit,"Presenter, broadcasting",UD Prayoga Prastuti Tbk,Sulawesi Tenggara
b496b9bc,dr. Pranawa Dongoran,Chief of Staff,PT Sitompul Latupono,Sulawesi Utara
c8c5fab8,Karimah Nuraini,"Administrator, sports",CV Wacana Puspasari Tbk,Gorontalo
2824cf52,Rahman Saragih,Advice worker,PD Nugroho Sirait (Persero) Tbk,DKI Jakarta
67d1d3c7,"Elvina Siregar, M.Ak","Engineer, civil (consulting)",Perum Sudiati (Persero) Tbk,Jawa Tengah
1be0eca8,"drg. Maya Prasetya, S.H.",Television floor manager,Perum Novitasari,DI Yogyakarta
b8515169,"Ira Prastuti, S.T.","Therapist, music",Perum Pudjiastuti Kurniawan,Lampung
5cccdf00,Fitriani Nababan,Dance movement psychotherapist,CV Hardiansyah Utami,Jawa Timur
1cd7391a,Hana Lestari,Midwife,Perum Nasyidah Uyainah,Banten
9dd0a1ee,"Ir. Farhunnisa Lazuardi, S.Gz",Police officer,PD Adriansyah,Sulawesi Barat
5ef04941,Hairyanto Dongoran,"Surveyor, rural practice",Perum Narpati Fujiati Tbk,Lampung
73515dad,Tgk. Novi Wahyudin,Patent examiner,PD Tamba Nasyidah,Sulawesi Tenggara
3306c477,"Wani Thamrin, S.Psi",Furniture designer,UD Santoso (Persero) Tbk,Nusa Tenggara Timur
28f7d529,Tgk. Puspa Mandala,Retail manager,PT Halimah Gunawan (Persero) Tbk,Bengkulu
c6679a5b,Fathonah Napitupulu,"Administrator, sports",CV Winarsih (Persero) Tbk,Sulawesi Utara
0e05949a,Patricia Zulaika,Air cabin crew,PD Uyainah Samosir (Persero) Tbk,Sulawesi Selatan
42becae5,Kariman Maheswara,Chartered management accountant,Perum Anggriawan Hasanah,Sulawesi Utara
45ec4f82,Unjani Mangunsong,Dietitian,UD Wulandari Gunawan (Persero) Tbk,Kalimantan Selatan
3a4dcc72,"Chelsea Maryati, M.Farm","Scientist, research (life sciences)",Perum Yulianti Laksmiwati (Persero) Tbk,Sulawesi Selatan
e62fe5f3,Dipa Tamba,Special educational needs teacher,CV Sitompul Wijayanti (Persero) Tbk,Jawa Tengah
db8d6212,Nabila Prastuti,"Engineer, biomedical",CV Pratiwi Tamba (Persero) Tbk,Kalimantan Utara
91c5e4e9,KH. Bakiadi Setiawan,Herbalist,PD Mansur Nugroho,Kalimantan Selatan
f8b00049,Emong Namaga,Bonds trader,Perum Maulana Wijaya Tbk,Papua Barat
8367e0b1,"Drs. Hendri Gunarto, M.TI.",Field trials officer,CV Adriansyah Tbk,Kalimantan Barat
916fa1f1,R. Bancar Firmansyah,"Surveyor, insurance",PD Andriani Yuniar Tbk,Sulawesi Barat
24de00cf,Jane Yuliarti,Freight forwarder,Perum Sitompul (Persero) Tbk,Lampung
80fb30b7,Caket Dabukke,"Pilot, airline",PT Mangunsong Tbk,Sulawesi Tengah
d4d8402f,Dadi Yolanda,Medical physicist,Perum Nasyiah Hidayat,Jambi
6c54dc83,Argono Suryono,Furniture designer,Perum Hutasoit Samosir,Maluku Utara
c33df16e,"dr. Jati Mandasari, S.Pt",Exercise physiologist,PT Nasyidah Napitupulu,Lampung
8a8eb07b,Panca Januar,Jewellery designer,UD Wibisono Prakasa (Persero) Tbk,Kalimantan Selatan
a99e07a7,Salwa Mandasari,Garment/textile technologist,Perum Hariyah (Persero) Tbk,Jambi
fc972d9e,Karna Halim,"Investment banker, operational",Perum Manullang Winarsih,Kalimantan Timur
5784846f,Carla Wastuti,Community education officer,Perum Sihotang (Persero) Tbk,Papua Barat
d110c84e,R.A. Ghaliyati Januar,Water quality scientist,CV Permata Maryadi,Sumatera Utara
9ddd21d5,drg. Wardaya Hakim,Geophysicist/field seismologist,PD Wulandari (Persero) Tbk,Maluku
f73f24da,Ophelia Waluyo,Public relations account executive,PD Pertiwi Astuti (Persero) Tbk,Kalimantan Timur
cafa4ec4,Gawati Laksita,"Biochemist, clinical",PD Aryani Jailani,Nusa Tenggara Timur
b2a3a6e3,"Kunthara Hastuti, M.Farm",Bookseller,PT Dongoran Jailani (Persero) Tbk,Riau
6f1e7288,Ganep Najmudin,Chartered certified accountant,Perum Nugroho,Papua Barat
6334a19e,Amalia Anggriawan,Ranger/warden,PT Wibowo,Lampung
49986487,Hj. Dalima Nugroho,Retail banker,PT Gunawan,Sumatera Selatan
595695cc,Mulyono Mandasari,Personal assistant,PT Waluyo Irawan (Persero) Tbk,Bali
8e0f8ca4,Ir. Bagas Prabowo,Medical laboratory scientific officer,PD Sirait Simbolon (Persero) Tbk,Papua
7265cf1a,Ajiono Mulyani,Tax inspector,Perum Situmorang,Sulawesi Tengah
6c33d54b,"R.M. Candrakanta Anggraini, S.E.I","Administrator, Civil Service",PT Hassanah Hasanah,Bali
11e6955d,"Arsipatra Maheswara, S.Ked","Scientist, biomedical",PD Suwarno Damanik Tbk,DKI Jakarta
52155ebb,"Kajen Pertiwi, M.Ak",Horticultural therapist,UD Tampubolon Wastuti,Sulawesi Tenggara
c06ffcc9,Ir. Raisa Januar,Press sub,Perum Pradana,Kepulauan Riau
943cddf2,"Puti Samosir, S.E.",Chief Strategy Officer,UD Laksita Mardhiyah,Sulawesi Tengah
7ca6639b,"Sutan Kariman Mulyani, S.T.",Broadcast journalist,UD Yuliarti Wibisono,Kalimantan Utara
48e46cb7,"H. Martani Natsir, S.Gz",Secondary school teacher,Perum Simbolon Habibi (Persero) Tbk,Lampung
7606d63d,dr. Ophelia Wijaya,Police officer,PD Wahyuni Habibi Tbk,Banten
5d3afef1,Ir. Lamar Maulana,Broadcast engineer,PT Halimah Saputra,Kepulauan Riau
681d5e20,"Ihsan Suwarno, S.Ked",Town planner,PD Fujiati Winarsih,Bengkulu
3a84fbb1,Paiman Januar,"Nurse, learning disability",Perum Laksmiwati Tbk,Sumatera Selatan
