ID_Karyawan,Nama_Lengkap,Profesi,Perusahaan,Provinsi
ddad4650,Ismail Habibi,Make,PD Fujiati Kuswoyo Tbk,Kalimantan Barat
309e44d3,Ibun Maulana,"Research officer, political party",Perum Hasanah Nasyidah Tbk,Nusa Tenggara Timur
d0e7e936,Gara Prasasta,"Surveyor, land/geomatics",UD Susanti Pratama,Kalimantan Tengah
c6ebf16a,Pia Nuraini,"Therapist, music",PD Pradipta Widiastuti,Kepulauan Bangka Belitung
171f7c02,"dr. Natalia Maulana, M.M.","Teacher, adult education",Perum Sinaga Puspasari Tbk,Sumatera Barat
d0bfc180,Bahuraksa Novitasari,Leisure centre manager,PD Marpaung Palastri,Kalimantan Selatan
d75664cd,"Puti Mila Sihombing, M.Kom.",Plant breeder/geneticist,Perum Gunawan Tbk,Kalimantan Tengah
afde43c2,"Wardaya Megantara, S.Farm",Public affairs consultant,CV Astuti Tbk,Nusa Tenggara Barat
89300e6c,"dr. Tari Usada, S.Ked","Conservation officer, nature",UD Melani Budiman (Persero) Tbk,Sulawesi Selatan
c4429366,Jessica Pranowo,Chiropodist,UD Jailani Saragih,Kalimantan Barat
1915d02c,dr. Qori Hidayat,Medical laboratory scientific officer,UD Saragih Adriansyah,Sumatera Barat
72d29a36,Dr. Titin Rajata,"Doctor, general practice",Perum Rahmawati,Kalimantan Selatan
55fde208,Opung Mansur,Psychiatric nurse,PT Marpaung Rahimah,Kalimantan Selatan
8a87bf79,"Cut Winda Budiman, S.Pd","Surveyor, quantity",UD Halimah,Kalimantan Timur
1497f5a2,Lukman Siregar,"Scientist, forensic",CV Puspasari,Sulawesi Tengah
2cf2ac31,Ajiono Sinaga,Geophysical data processor,UD Halimah Waskita Tbk,Kalimantan Timur
c2610ed5,Tedi Suartini,"Surveyor, commercial/residential",PD Pratiwi Purnawati Tbk,Kepulauan Bangka Belitung
53abc8fc,"dr. Hana Prabowo, S.IP",Early years teacher,Perum Setiawan Lestari,Papua
79008441,Mustofa Wibowo,Aeronautical engineer,UD Yuliarti,Sulawesi Utara
5c392cbe,"Dr. Julia Melani, S.Ked","Engineer, drilling",Perum Prasasta Tbk,DI Yogyakarta
75bbddf6,Syahrini Prastuti,Pensions consultant,Perum Widodo,DI Yogyakarta
53536b77,"Puti Anita Widodo, S.Pt",Public affairs consultant,PD Maryadi,Nusa Tenggara Barat
533c3fd8,Tgk. Maryanto Sitorus,"Scientist, research (life sciences)",PT Wibowo Prastuti (Persero) Tbk,Papua
77238bb8,"T. Adika Anggraini, M.Ak",English as a second language teacher,Perum Maulana (Persero) Tbk,Jambi
a83cae50,Aisyah Pertiwi,"Administrator, arts",PD Setiawan Nainggolan (Persero) Tbk,Sulawesi Selatan
b28f2a92,Daryani Puspita,Retail banker,PD Halimah Winarno,Kalimantan Tengah
7feb19ec,Hasta Nugroho,Applications developer,PT Pradana Wibisono,Sulawesi Tenggara
9a6c7e0c,Gandewa Lestari,Outdoor activities/education manager,Perum Wastuti Sitorus Tbk,Jawa Tengah
464cd33d,Sutan Lamar Purwanti,"Editor, magazine features",UD Hariyah Permata,Banten
828a60cb,Kenzie Hidayat,"Conservator, furniture",PT Manullang Pradana,Sumatera Utara
4a70d5b0,Puti Maya Kusumo,"Research officer, government",PT Marbun Maheswara,Riau
927157b1,Halima Pradipta,Chief Financial Officer,Perum Prasetyo Tbk,Lampung
25bc3ba4,Hj. Kartika Rahimah,"Teacher, special educational needs",UD Farida Fujiati Tbk,Kalimantan Utara
f10194f4,Ade Ardianto,"Radiographer, diagnostic",PD Wibisono Nababan (Persero) Tbk,Aceh
c739cd3f,Hafshah Wibowo,"Psychologist, clinical",PD Prabowo (Persero) Tbk,Sulawesi Selatan
eb013296,Queen Prakasa,Photographer,PT Wastuti,Jawa Timur
84aba970,Farah Yolanda,"Teacher, primary school",UD Lazuardi,Papua Barat
3f754f4d,Paris Saragih,Theme park manager,PD Ardianto Pertiwi (Persero) Tbk,Kalimantan Tengah
2a390c70,Lembah Lestari,"Producer, radio",Perum Hutasoit (Persero) Tbk,Kalimantan Tengah
9ca22127,Jagaraga Zulaika,Radiation protection practitioner,PD Wijaya,Bengkulu
2f1d3c39,"Tgk. Hani Kuswoyo, S.E.I","Scientist, research (physical sciences)",PT Hutagalung Tbk,Sulawesi Selatan
8345d3e9,Prima Putra,Museum/gallery curator,PT Damanik,Lampung
a8c7eea6,Tgk. Unjani Kusumo,"Solicitor, Scotland",PD Pertiwi Tbk,Sulawesi Selatan
108ce99b,Sadina Sihombing,"Geologist, engineering",PT Kusmawati Handayani,Kalimantan Utara
4de5df8a,Zizi Najmudin,"Administrator, arts",PD Santoso Anggraini,Sulawesi Tengah
1db708f8,"Rahmi Hidayanto, S.E.I",Video editor,PT Saputra,Kalimantan Utara
35295540,Raden Oktaviani,Education administrator,PD Mayasari Tbk,Maluku
1df37561,Tari Prasetyo,"Producer, radio",UD Wibisono Tbk,Kalimantan Timur
b8c8b622,Wasis Siregar,Public house manager,PT Januar,Nusa Tenggara Barat
76831e0a,Halima Wahyudin,"Administrator, local government",PD Situmorang Natsir,Papua Barat
56301dd1,Violet Samosir,IT consultant,PT Mustofa Lailasari,Nusa Tenggara Timur
94d68792,"Indah Pradana, S.Sos",Hydrologist,PD Haryanti Januar,Kalimantan Tengah
addb57f5,"Aswani Prastuti, S.Psi",Civil Service fast streamer,CV Wijaya (Persero) Tbk,Kepulauan Riau
e8873d04,Okto Pranowo,Jewellery designer,UD Jailani (Persero) Tbk,Jawa Barat
5891a8ad,Eman Damanik,Legal executive,UD Setiawan,Jawa Barat
cc8f0cb9,Yulia Wibowo,"Teacher, special educational needs",PD Puspita,Kalimantan Barat
4e2507c9,"Leo Padmasari, S.E.","Surveyor, commercial/residential",PT Fujiati Narpati (Persero) Tbk,Banten
13cd8e0d,Jelita Pertiwi,Secondary school teacher,PD Hariyah Palastri,Kalimantan Timur
6617b84b,"Ella Kusmawati, S.Farm",Press photographer,CV Saragih Iswahyudi (Persero) Tbk,Bengkulu
ec577221,Wani Prakasa,Civil Service administrator,UD Nababan Tbk,Aceh
54ac568b,Nadia Santoso,"Scientist, biomedical",Perum Susanti,Jambi
dbe3a42d,Harjasa Ramadan,"Journalist, newspaper",Perum Astuti Nugroho Tbk,Kalimantan Utara
b988753d,"Ir. Atma Pangestu, S.T.",Sports administrator,UD Yuliarti (Persero) Tbk,Bengkulu
a0ff1829,"Adikara Lailasari, S.Kom",Sport and exercise psychologist,Perum Prayoga,Kepulauan Riau
c182addc,Cager Mansur,Financial manager,CV Prasetya,Kalimantan Barat
76cbfc84,Yunita Tamba,Phytotherapist,PD Mulyani Tamba Tbk,Kepulauan Riau
42a22405,"Cut Faizah Mandasari, S.IP","Psychologist, clinical",PT Wastuti Dongoran (Persero) Tbk,Riau
2cc52774,"Digdaya Wahyuni, S.IP","Administrator, arts",CV Hastuti Hidayat (Persero) Tbk,Kalimantan Utara
5f4b5f5a,Laras Mansur,Land,PD Rahmawati Oktaviani (Persero) Tbk,Sumatera Selatan
b8567938,"Iriana Rahmawati, S.E.I",Corporate investment banker,UD Maryadi Permata,Jawa Tengah
c9f0fff7,Empluk Mayasari,Public house manager,UD Hutasoit Tbk,Jawa Timur
b5b7a546,R. Maya Mulyani,"Engineer, control and instrumentation",PD Yulianti Andriani,DKI Jakarta
8584d37f,"Dr. Lutfan Puspita, M.M.",Communications engineer,UD Yolanda,Sumatera Selatan
c827d086,"Rahmi Winarsih, S.E.I","Engineer, maintenance",PT Prayoga,Lampung
1516beff,"KH. Kardi Winarno, S.Kom","Scientist, biomedical",UD Utama (Persero) Tbk,Banten
a5e69d91,Rangga Dabukke,Tax adviser,CV Santoso Santoso (Persero) Tbk,Gorontalo
f4992eda,Mala Sinaga,Ranger/warden,UD Palastri,Bali
93be7116,"Winda Rahmawati, S.Kom",Estate agent,UD Suryono Utama,Sulawesi Tenggara
7563252b,Jayadi Rajasa,"Therapist, sports",PD Kuswandari Thamrin,Sulawesi Tengah
734bb233,Paulin Melani,Archaeologist,PD Widodo Tamba,Kalimantan Utara
68a5f5d6,Almira Puspita,Office manager,UD Dabukke,Kalimantan Barat
aeb3d1a4,"drg. Lintang Waskita, S.I.Kom","Doctor, general practice",PD Pertiwi Aryani (Persero) Tbk,Lampung
9fd18764,"Ir. Mursinin Zulkarnain, S.Sos",Interior and spatial designer,Perum Mandala (Persero) Tbk,Kalimantan Selatan
674aa092,R.M. Gaduh Latupono,"Designer, blown glass/stained glass",PT Lestari Tbk,Bali
a6fa1a6f,Karma Pranowo,Chartered public finance accountant,Perum Wasita Sitompul,Kalimantan Timur
136cfb6f,Cager Nashiruddin,Theme park manager,Perum Utama (Persero) Tbk,Jawa Barat
0f7fb0f4,Elvina Purnawati,Child psychotherapist,CV Hastuti (Persero) Tbk,Kalimantan Barat
9324f7e8,"Yoga Pertiwi, M.Ak",Microbiologist,PD Laksita (Persero) Tbk,Sulawesi Utara
3741c413,Diana Mahendra,"Surveyor, building",PD Sitorus,Sulawesi Utara
730058d9,dr. Syahrini Suryono,Retail merchandiser,UD Damanik,Nusa Tenggara Timur
05588c74,Maimunah Firmansyah,Patent examiner,Perum Wijayanti Tbk,Kalimantan Utara
ebf48d6d,Titi Susanti,"Surveyor, minerals",Perum Palastri Safitri,Jawa Timur
551d731f,"dr. Faizah Simanjuntak, S.E.","Engineer, communications",CV Hasanah (Persero) Tbk,Bali
143fc00e,Betania Pranowo,Maintenance engineer,PD Wahyuni Prastuti Tbk,Jawa Tengah
bbd3dda7,Vega Suryatmi,English as a second language teacher,PD Haryanto,Sulawesi Tengah
8419573f,Gada Kuswandari,Copy,Perum Halim Zulaika Tbk,DKI Jakarta
78026607,"Marsudi Oktaviani, M.Ak",Electrical engineer,UD Suryatmi Laksita,Kepulauan Riau
75617a00,"Sidiq Nababan, S.Farm",Trading standards officer,UD Mandala Sitorus Tbk,Riau
2dfb0ad0,"Joko Laksita, S.Gz","Therapist, sports",PT Widiastuti Tbk,DI Yogyakarta
6a92cf35,"Puti Malika Puspasari, M.Ak","Engineer, broadcasting (operations)",Perum Budiman,Kepulauan Riau
34d3409a,Samiah Budiman,Clinical psychologist,CV Pertiwi,Sulawesi Tenggara
00f6cd3c,Febi Hartati,Herbalist,CV Mayasari Tbk,DI Yogyakarta
4c2e894b,Maryadi Waluyo,"Radiographer, diagnostic",Perum Zulaika Nashiruddin,Kepulauan Riau
b1d14038,"Jinawi Pangestu, M.Farm","Engineer, electronics",PT Zulkarnain,Sumatera Selatan
1e32ce77,"KH. Dalimin Nuraini, S.Gz",Quarry manager,CV Pangestu Uwais,Gorontalo
7fc3912a,"drg. Shakila Hariyah, S.Pd",Video editor,PT Nurdiyanti Tbk,Sumatera Selatan
3ed57270,Surya Hidayanto,"Administrator, arts",PT Marbun Habibi,Sulawesi Utara
b5ecb4fc,Limar Prastuti,"Engineer, electronics",Perum Permadi Kusmawati,Kepulauan Riau
47a9f290,"Galiono Namaga, S.Psi","Surveyor, building control",CV Suartini Usamah Tbk,Sulawesi Barat
2eb78e4c,"Maida Suwarno, S.Kom",Quality manager,PD Andriani Wacana,Jawa Timur
54fa063b,Jaga Hardiansyah,Hydrologist,CV Wulandari (Persero) Tbk,Sulawesi Tengah
3a41a6e7,Jarwadi Nugroho,Charity fundraiser,PD Prasetya Uyainah,Sulawesi Selatan
ca6f7247,"drg. Ifa Wijayanti, M.Ak",Financial controller,PT Nababan Tbk,Maluku
c73c7a43,Ratna Situmorang,Radio broadcast assistant,CV Rahayu Tbk,Sumatera Utara
d6887bec,Hamzah Utami,"Accountant, chartered",PD Farida (Persero) Tbk,Kepulauan Riau
5bda75fb,Hardi Firmansyah,Ecologist,CV Rajata Nainggolan,Maluku
41627ece,Jaga Tamba,"Engineer, control and instrumentation",Perum Wibowo Tbk,Kalimantan Barat
ab488378,Martaka Prabowo,Haematologist,PT Marbun (Persero) Tbk,Kalimantan Timur
46683575,Cornelia Nasyiah,Futures trader,UD Anggriawan Tbk,Jawa Tengah
39798e79,"Irnanto Hariyah, S.Farm",Radio producer,PT Purnawati Rahimah,Banten
a8939093,"Oskar Siregar, S.Psi","Scientist, audiological",PD Megantara Hardiansyah,DKI Jakarta
6c119ae5,Usman Anggriawan,Academic librarian,CV Wasita,Kalimantan Timur
51761954,drg. Asman Yulianti,Stage manager,PT Samosir Narpati,Sumatera Utara
7691aaa4,Mulyono Kusmawati,Commercial horticulturist,PT Dongoran,Kalimantan Selatan
87dd5577,"Zulaikha Adriansyah, M.TI.",Chief Executive Officer,UD Oktaviani Pratama,Jawa Timur
5920a15b,Xanana Wijayanti,Pharmacologist,Perum Waskita Hariyah,Riau
6ea0eea5,"R. Galar Habibi, S.Sos",Operations geologist,PT Tampubolon Tbk,Gorontalo
df531957,drg. Halim Irawan,"Psychologist, prison and probation services",Perum Usamah,Sulawesi Tengah
0e2cd06a,Ir. Candra Pranowo,Information systems manager,UD Ramadan,Sulawesi Tenggara
64a70e91,Jinawi Aryani,Diplomatic Services operational officer,PT Nashiruddin Tbk,Nusa Tenggara Timur
6c007ccd,Oliva Handayani,Dietitian,Perum Wasita Tbk,Sumatera Selatan
541f4a64,"Drs. Ilsa Dabukke, M.Farm",Careers adviser,UD Kurniawan Tbk,Aceh
1a4a3949,Eva Rajasa,Travel agency manager,CV Novitasari Kuswandari,Kalimantan Utara
d5291892,Jumari Hariyah,Warehouse manager,UD Rajata,Aceh
1e3b37fa,Yuni Widodo,Brewing technologist,PD Pudjiastuti Usamah Tbk,Sulawesi Utara
7eb02d1b,Ir. Wani Irawan,Actuary,CV Hasanah Maheswara (Persero) Tbk,Nusa Tenggara Barat
ce490384,"Prakosa Napitupulu, S.Kom",Clinical molecular geneticist,CV Suryatmi Tbk,Bali
924c0603,"Cut Azalea Situmorang, S.Kom",Clothing/textile technologist,UD Astuti Tbk,Maluku
e641b80a,Salwa Mangunsong,Magazine features editor,UD Pangestu Widiastuti Tbk,Sulawesi Utara
eae0921a,drg. Radika Wibowo,Magazine journalist,Perum Farida Mandala,DI Yogyakarta
b45792b9,Sadina Mahendra,"Social research officer, government",UD Mulyani Maheswara,Sumatera Utara
320f7256,Mulya Wibisono,Colour technologist,PD Megantara,Jambi
217df7bd,Unjani Tampubolon,"Engineer, mining",PD Mustofa (Persero) Tbk,Sumatera Utara
1917f7e5,"Maria Mandasari, S.E.I",Arts administrator,CV Waluyo Hassanah,Sumatera Selatan
3cf03555,"drg. Safina Firgantoro, S.Ked","Teacher, early years/pre",CV Latupono,Jawa Timur
da6aee15,Titi Rajata,Human resources officer,UD Yulianti Agustina,Jambi
ed513919,Hari Prayoga,Training and development officer,PD Permadi Nasyiah,Jawa Barat
c09baf5d,Febi Wastuti,Tour manager,PD Usamah,Sumatera Barat
1e9daf68,"Zulfa Samosir, S.Ked",Politician's assistant,CV Setiawan,Lampung
df71ab85,Novi Wacana,Financial adviser,UD Tarihoran (Persero) Tbk,Kalimantan Barat
434d88e0,Dono Siregar,Conference centre manager,CV Napitupulu,Sumatera Selatan
5482911e,Among Nasyiah,Higher education careers adviser,PD Narpati,Aceh
07ab40cb,drg. Harjo Hidayat,Television floor manager,PD Jailani Tbk,Sumatera Utara
356b074e,H. Jumari Susanti,Dramatherapist,PT Hasanah Saragih (Persero) Tbk,Kalimantan Timur
9815843a,Gawati Mansur,Recycling officer,Perum Putra Tbk,Sumatera Utara
d4e69f25,Mila Nasyiah,Environmental manager,UD Sudiati Natsir Tbk,Sumatera Utara
b82c406a,Rafi Prakasa,"Accountant, chartered public finance",PD Hidayanto Rajata Tbk,Sulawesi Tengah
8fe585a7,H. Arta Maheswara,Primary school teacher,Perum Nashiruddin,Bengkulu
5c840d39,Tantri Kusmawati,Chief Executive Officer,PT Wahyuni Anggriawan Tbk,Lampung
d77cf84d,Gawati Suwarno,Mining engineer,PD Prasetya Waskita,Lampung
fb2f780a,Darman Nababan,Community arts worker,CV Pratama (Persero) Tbk,DI Yogyakarta
f77221bd,dr. Tami Prasetya,Product/process development scientist,PT Haryanto,Bali
87af79be,Lili Anggraini,"Nurse, adult",PD Mardhiyah (Persero) Tbk,Sulawesi Tengah
6da41cdb,"T. Ade Wijaya, S.IP",Research scientist (physical sciences),PT Andriani (Persero) Tbk,Bengkulu
b5d631ea,Padmi Suwarno,Interior and spatial designer,PD Suartini Andriani (Persero) Tbk,DI Yogyakarta
cd56eafa,Cahya Prasetyo,"Surveyor, hydrographic",Perum Pudjiastuti Tbk,Kepulauan Bangka Belitung
3dd185aa,Prakosa Maryadi,"Engineer, production",PT Ardianto Laksita (Persero) Tbk,Papua
ddc34ddb,Kasiyah Sirait,"Research officer, trade union",PD Nugroho Latupono (Persero) Tbk,Sumatera Selatan
98ceb067,Baktianto Permadi,Barrister,UD Sudiati (Persero) Tbk,Sumatera Utara
914c37c8,"Puti Rachel Rajasa, M.Farm",Printmaker,PT Uwais (Persero) Tbk,Kalimantan Utara
72e3579a,"Dr. Tina Sihombing, S.Psi",Tax inspector,CV Dongoran,Bali
c0961695,Sadina Sihombing,Media planner,PT Maryadi,Kalimantan Barat
ceb642ee,"Sutan Damar Hariyah, M.M.",Psychiatric nurse,Perum Utama Sihombing (Persero) Tbk,Kepulauan Bangka Belitung
1f4a08d8,dr. Lalita Sihotang,Senior tax professional/tax inspector,PD Haryanto Januar (Persero) Tbk,Sulawesi Tenggara
fd553d3b,"Gamani Lazuardi, S.Pt","Doctor, general practice",Perum Wibisono Hariyah,Bengkulu
1d984d8e,"R.M. Empluk Pangestu, M.TI.",Curator,Perum Hutagalung Pratama (Persero) Tbk,Jambi
c0aef502,Ade Sirait,Warehouse manager,PT Widiastuti (Persero) Tbk,Sulawesi Utara
83428207,Aurora Usamah,Advertising art director,PD Wastuti Narpati,Kalimantan Barat
ccd79a1e,Latif Nasyiah,Broadcast presenter,UD Januar (Persero) Tbk,Sumatera Utara
9d88d2a0,Dr. Kamila Permadi,Amenity horticulturist,UD Putra (Persero) Tbk,Jawa Tengah
ea0bd3e0,Cornelia Widodo,Further education lecturer,UD Winarno Zulkarnain Tbk,Kalimantan Selatan
825a6232,"Drs. Winda Irawan, M.TI.",Nature conservation officer,PD Sirait Yuliarti Tbk,Jambi
1be0ac80,Harjasa Rahimah,"Nurse, mental health",Perum Adriansyah (Persero) Tbk,Sumatera Utara
c547a6c5,Slamet Pranowo,"Engineer, chemical",PD Ardianto Prasetya Tbk,Jawa Barat
dec9dd18,Hj. Gilda Nugroho,Petroleum engineer,CV Mangunsong Melani Tbk,Maluku Utara
9c0c976b,Kala Prastuti,"Geneticist, molecular",PD Hidayanto Namaga (Persero) Tbk,Papua
5536ffff,"Ophelia Riyanti, S.Pt",Make,UD Sinaga,Kalimantan Barat
e840223a,Cici Lailasari,"Psychologist, forensic",CV Wahyuni Fujiati Tbk,Sumatera Selatan
af8ae674,Purwadi Tampubolon,"Engineer, petroleum",Perum Hidayat (Persero) Tbk,Sumatera Selatan
9dbf8d4e,Banawa Aryani,Theatre director,PT Budiman,Sulawesi Barat
0c5a81ce,Ellis Santoso,"Geneticist, molecular",CV Hastuti Winarno (Persero) Tbk,Jawa Tengah
a9a1e430,Michelle Natsir,"Programmer, multimedia",PD Susanti Tbk,Jawa Timur
531f2810,Kemal Winarsih,Counsellor,PD Anggriawan Tbk,Kepulauan Riau
f09f9d53,Gatra Tamba,Film/video editor,Perum Nasyiah Sinaga,Sumatera Barat
b7463958,Atmaja Laksita,Careers adviser,UD Prayoga Tbk,Sulawesi Tengah
b6dd8b34,Sutan Saadat Januar,Metallurgist,PT Budiyanto Tbk,Sulawesi Tenggara
16ac331f,Capa Kurniawan,Control and instrumentation engineer,Perum Riyanti Tbk,Sumatera Selatan
4c59a438,Emil Nababan,Animal nutritionist,Perum Natsir,Sumatera Selatan
016626b6,"Ellis Yuliarti, S.Kom",Forensic scientist,CV Puspita Mansur,Nusa Tenggara Timur
290f8195,Tari Mulyani,"Psychotherapist, child",Perum Pradana Irawan Tbk,Jawa Timur
c018ed6c,Ani Marbun,"Designer, television/film set",CV Mardhiyah Puspasari,Jawa Barat
a25d9ff0,Jarwadi Zulaika,"Therapist, speech and language",UD Maulana Tbk,Sumatera Selatan
823aaea2,Oni Uwais,Wellsite geologist,Perum Handayani,Sulawesi Barat
ff1deea8,Malik Napitupulu,"Therapist, sports",PT Pranowo,Maluku Utara
8a80e6e0,Olga Prakasa,"Editor, commissioning",UD Wulandari Tbk,Kalimantan Selatan
6cc938c5,Cici Dabukke,Physiotherapist,PT Rahmawati Waskita,Sulawesi Barat
4e1273c1,Cut Ida Laksita,Tax inspector,PD Suwarno (Persero) Tbk,DI Yogyakarta
06a7c28d,Setya Latupono,"Scientist, marine",PD Wibowo Hutasoit,Jawa Timur
1a2c4586,"Siti Suwarno, M.M.","Pilot, airline",CV Yuniar,Sulawesi Tengah
3a0bb486,Yusuf Setiawan,"Presenter, broadcasting",PD Pratiwi,Banten
0a5b8713,Yuliana Nurdiyanti,Actuary,PD Januar Tbk,Sulawesi Barat
a3cefaee,"Cut Gilda Prakasa, S.I.Kom",Physiotherapist,UD Prastuti (Persero) Tbk,Kalimantan Timur
93a73aac,Tami Nashiruddin,Recycling officer,Perum Wastuti,Jawa Tengah
b4dfa0fa,"R.A. Vicky Pratama, S.E.I",Theatre manager,PD Uyainah (Persero) Tbk,Sumatera Utara
c25b65b2,Jabal Adriansyah,"Psychologist, educational",CV Widiastuti Tbk,Kalimantan Selatan
799b8f0c,Cornelia Santoso,Ophthalmologist,PT Sihotang,Kalimantan Timur
6f956f3f,Artawan Yulianti,Commercial horticulturist,UD Jailani Firmansyah (Persero) Tbk,Kalimantan Utara
211379d9,"Asirwanda Prasasta, M.TI.","Teacher, music",PT Nashiruddin,Lampung
54f735c0,Upik Lailasari,"Therapist, occupational",PT Prakasa Tbk,DI Yogyakarta
a4db4ad1,"Aurora Mardhiyah, S.E.",Dance movement psychotherapist,PT Habibi Firmansyah,Kepulauan Riau
6a89e040,dr. Garan Permadi,Occupational psychologist,PT Zulkarnain Saputra,DI Yogyakarta
18489b66,Salimah Prasasta,"Production designer, theatre/television/film",CV Namaga Padmasari Tbk,DI Yogyakarta
