ID_Karyawan,Nama_Lengkap,Profesi,Perusahaan,Provinsi
f574210d,Dalimin Ardianto,Event organiser,PD Iswahyudi Yuniar (Persero) Tbk,Sumatera Barat
e1f8c07a,"Akarsana Habibi, M.Pd","Designer, multimedia",Perum Kusmawati (Persero) Tbk,Sulawesi Selatan
d41376c3,Darimin Situmorang,"Runner, broadcasting/film/video",PT Wulandari,Kalimantan Barat
86f80df9,Drs. Ikhsan Hastuti,Hospital doctor,Perum Ramadan Prakasa,Kalimantan Barat
124f5234,Hj. Salsabila Lestari,"Engineer, communications",CV Anggriawan,Aceh
f03c9413,Tiara Firgantoro,Counselling psychologist,UD Saragih,Sulawesi Barat
57b484d2,Edward Suwarno,Herbalist,Perum Firmansyah Wulandari (Persero) Tbk,Papua
ae432f76,"Drs. Jagapati Mansur, S.Sos",Tourism officer,Perum Hardiansyah (Persero) Tbk,Kepulauan Bangka Belitung
9509a8af,"dr. Endra Suryatmi, S.E.",Personal assistant,UD Winarno Pranowo (Persero) Tbk,Jawa Barat
520703bf,Maya Mahendra,Interior and spatial designer,CV Waskita,Nusa Tenggara Timur
2fbb9445,Jatmiko Riyanti,Waste management officer,PT Wahyudin Sitompul (Persero) Tbk,Maluku Utara
f1d4e649,Tgk. Danang Kusumo,Insurance underwriter,CV Manullang Pradipta Tbk,Sumatera Utara
7fc958ef,Malika Maulana,"Surveyor, building control",PD Oktaviani Mansur (Persero) Tbk,Kalimantan Tengah
eb727c70,"Praba Budiman, M.Ak","Geneticist, molecular",Perum Kuswandari Mansur,Maluku
363dcca7,Zulfa Natsir,"Scientist, water quality",UD Usamah (Persero) Tbk,Sulawesi Utara
41827b00,Elisa Irawan,"Designer, fashion/clothing",Perum Pratama (Persero) Tbk,Jawa Barat
7addab17,"R.A. Victoria Pertiwi, S.H.","Designer, jewellery",UD Wibowo Haryanti (Persero) Tbk,Jambi
18cb13f5,Raden Narpati,"Sales professional, IT",PD Prabowo Tbk,Kalimantan Timur
5175d382,drg. Samiah Permadi,Adult guidance worker,Perum Sinaga,Jambi
846660d3,Ana Purnawati,Tax adviser,UD Nasyidah Pertiwi,Sumatera Utara
a4c9f52c,dr. Cinthia Kurniawan,Adult guidance worker,CV Rahayu,Jawa Timur
04d00521,"T. Elvin Latupono, S.H.",Petroleum engineer,UD Suryono Megantara,Aceh
ebf7ca55,Vivi Uwais,Commercial art gallery manager,PD Nasyiah,Maluku
97cdc990,"Dr. Darsirah Dabukke, S.E.","Pilot, airline",Perum Kuswoyo Tbk,Maluku Utara
fb977954,"Puti Napitupulu, S.E.I",Hotel manager,PD Prasetya Hastuti,Sulawesi Selatan
83bb7024,Emin Hartati,Industrial buyer,CV Yuniar (Persero) Tbk,Maluku Utara
cee14bcf,"Ir. Aisyah Santoso, S.Gz",Art gallery manager,CV Sihotang Mulyani Tbk,Sulawesi Utara
9e456447,Ilsa Rajasa,"Engineer, structural",UD Suryono,Maluku
c1ea480d,"Drs. Kayla Kusmawati, M.TI.",Clinical cytogeneticist,Perum Maulana,DI Yogyakarta
610dc062,Chelsea Gunawan,Structural engineer,CV Utama (Persero) Tbk,Papua
72c0d61c,"Mulyanto Pertiwi, S.Sos","Designer, graphic",UD Astuti Tbk,Lampung
76eb2edd,Zizi Wulandari,"Engineer, civil (contracting)",CV Nuraini Saefullah,DI Yogyakarta
7d71f52a,Siti Yolanda,Archivist,PD Prasasta,Nusa Tenggara Timur
a3d62f30,Rini Maheswara,"Scientist, research (life sciences)",PD Nugroho,Kalimantan Selatan
6acf218e,Maria Zulkarnain,Public relations officer,Perum Farida,Kalimantan Selatan
2862f677,Warsa Budiyanto,Lexicographer,PT Setiawan Zulkarnain,Papua Barat
c22ccfa1,"Sutan Alambana Andriani, S.E.",Telecommunications researcher,CV Melani,Maluku Utara
ccd5d35a,KH. Asmadi Winarsih,Tree surgeon,UD Gunawan (Persero) Tbk,Sumatera Utara
c7e18002,Rahmat Haryanti,Youth worker,UD Lestari Pradana (Persero) Tbk,Kepulauan Bangka Belitung
0d57bb19,Asirwanda Wibowo,Agricultural engineer,CV Prasasta Permadi (Persero) Tbk,Gorontalo
7dc3fd1b,Argono Wahyuni,IT consultant,Perum Purwanti,Sulawesi Selatan
b50824e1,"Kartika Latupono, M.Pd","Engineer, building services",PD Mulyani Tamba,Kepulauan Bangka Belitung
ed9f3740,Ami Dabukke,Clothing/textile technologist,CV Waluyo (Persero) Tbk,Sulawesi Utara
5792d4c2,Nurul Salahudin,"Surveyor, commercial/residential",PT Prasasta Suryono (Persero) Tbk,Bali
cad61899,Candrakanta Pranowo,Company secretary,Perum Setiawan,Sumatera Barat
7c0801ce,Dr. Gading Haryanti,Manufacturing engineer,PD Damanik Nugroho,DI Yogyakarta
4ab5ae81,Mahfud Tamba,Sports development officer,PT Wulandari (Persero) Tbk,Riau
6c492f33,Fathonah Thamrin,Multimedia specialist,PD Prayoga Hidayanto (Persero) Tbk,Aceh
166d88ee,Karya Maryadi,Animator,CV Pratiwi Winarsih (Persero) Tbk,Jawa Timur
2d5395a3,Darmaji Zulaika,Make,PD Prayoga,Jawa Tengah
7bf0b011,"Dr. Mila Widiastuti, S.Pt",Intelligence analyst,PD Ramadan,DI Yogyakarta
4f27682a,H. Dirja Hidayat,Secretary/administrator,UD Ramadan Puspasari,Kalimantan Timur
626e0bd6,Dodo Tarihoran,Broadcast engineer,PD Farida Rajasa Tbk,Nusa Tenggara Barat
18bd7973,Laras Saptono,Town planner,PT Marpaung Usamah (Persero) Tbk,Papua Barat
22ae68ed,"Kamal Mayasari, M.Ak",Financial controller,PD Ardianto Salahudin,Kepulauan Bangka Belitung
70f242b7,"Hesti Najmudin, S.I.Kom",Comptroller,PT Setiawan Prasetya,Riau
3ab07d60,Sutan Eko Hassanah,Veterinary surgeon,CV Marpaung Tbk,Kepulauan Bangka Belitung
4a3a1716,Tari Januar,Colour technologist,Perum Fujiati Tamba,Kalimantan Selatan
c6bee677,"Ilsa Pudjiastuti, S.Pt","Administrator, Civil Service",CV Haryanto,Sulawesi Tengah
4ef0d4b5,Ghaliyati Sitorus,Estate manager/land agent,UD Hidayat Handayani,Aceh
18ce4515,"Karma Simbolon, S.T.","Investment banker, operational",UD Rahimah Wastuti,Nusa Tenggara Barat
b4653483,Eva Yulianti,"Designer, television/film set",Perum Najmudin Tbk,Maluku
ea8fea99,Maria Sihombing,Rural practice surveyor,Perum Kusumo Hartati,Bengkulu
d2b486ff,Dt. Nardi Yolanda,Education administrator,Perum Fujiati,Jawa Tengah
f9725331,Dariati Hassanah,Market researcher,PT Setiawan Firmansyah,Kalimantan Selatan
db956edf,Dr. Kasiyah Budiyanto,Jewellery designer,Perum Nurdiyanti Laksmiwati,Jawa Tengah
89ee30d5,"Cakrabirawa Mangunsong, M.Ak",Financial adviser,CV Budiyanto (Persero) Tbk,Sumatera Utara
2e30c3fc,"Drs. Aisyah Suwarno, S.T.",Quarry manager,UD Situmorang Waluyo Tbk,Gorontalo
82a72276,"Kiandra Sirait, S.Farm",Pensions consultant,PD Mahendra,Jawa Tengah
e1f79c5e,"Utama Agustina, S.H.",Fast food restaurant manager,Perum Winarno Utami Tbk,Nusa Tenggara Timur
abd91f50,"Lidya Prasetyo, S.Pd",Haematologist,CV Gunarto,Sulawesi Tenggara
a564f136,Gina Santoso,Volunteer coordinator,UD Widiastuti Prasetyo Tbk,Sumatera Selatan
89f03c45,Zulfa Permadi,TEFL teacher,CV Puspasari Tbk,Kalimantan Selatan
fa5f2590,Daliono Damanik,Psychiatric nurse,PT Mulyani,Kepulauan Riau
02abf85f,Cornelia Pranowo,Warden/ranger,Perum Nuraini,Jawa Barat
fabfbd50,Gandi Saragih,TEFL teacher,CV Prayoga Astuti,Kepulauan Riau
58a43608,Keisha Uyainah,Photographer,Perum Agustina,Sumatera Barat
4144d22f,Karimah Mardhiyah,Dealer,UD Maryadi Sitompul,Sulawesi Tengah
40770066,Sabrina Wastuti,Systems analyst,CV Yuliarti Tbk,Kalimantan Timur
483496ca,"Dr. Eja Yolanda, M.Ak",Estate manager/land agent,Perum Rajasa Tbk,Papua Barat
bb713685,"Wardaya Yuliarti, S.Pt","Journalist, magazine",CV Mustofa Padmasari,Sumatera Utara
f56ee4e9,"R.M. Adhiarja Nainggolan, M.M.",Arboriculturist,PD Jailani Habibi (Persero) Tbk,Lampung
d9804d7a,Azalea Sihombing,Chartered legal executive (England and Wales),Perum Nasyiah,Sulawesi Utara
d4683a54,Wardi Tampubolon,Radio broadcast assistant,PT Budiman Ramadan Tbk,Maluku Utara
9ec827c1,"Betania Widodo, M.Kom.",Photographer,UD Anggriawan Tbk,Riau
3e70e417,"R. Usyi Novitasari, M.M.","Administrator, arts",UD Wijayanti,Jawa Timur
b2f5fe16,Lanjar Rahmawati,Land/geomatics surveyor,PD Wahyuni (Persero) Tbk,Nusa Tenggara Timur
c01ec29b,"Vera Januar, S.Ked",Call centre manager,CV Pratama,Maluku
8d93b8c6,"Galar Tampubolon, S.Ked",Personnel officer,PD Permadi Maryati,Aceh
df263ccd,"Cut Tina Siregar, S.Ked",Best boy,UD Haryanti Budiyanto,Bengkulu
0c62848c,Nurul Hastuti,"Designer, blown glass/stained glass",PT Sirait Handayani (Persero) Tbk,Riau
f5018aed,Rendy Widiastuti,Transport planner,UD Pradana Puspasari,Kepulauan Riau
806e28e5,Narji Fujiati,"Pharmacist, community",PT Habibi Safitri,Sulawesi Selatan
15af2ecd,Wirda Farida,Public librarian,PD Yuniar,Sumatera Barat
23be67e9,Wadi Hardiansyah,"Engineer, broadcasting (operations)",UD Riyanti Sihotang,Sumatera Barat
2fbc0214,Kiandra Melani,Veterinary surgeon,PT Rahmawati Tbk,Sumatera Barat
ce1e8caa,Halima Melani,"Engineer, structural",CV Lazuardi Pertiwi,Sumatera Utara
f18e84a9,Muni Pudjiastuti,Hydrogeologist,PT Pratiwi (Persero) Tbk,Nusa Tenggara Barat
cb310da9,Nasim Situmorang,"Biochemist, clinical",PD Melani Oktaviani (Persero) Tbk,Lampung
fade60a7,Ophelia Mahendra,Herbalist,CV Mandala Pangestu (Persero) Tbk,Jawa Barat
a3b47cc3,Soleh Simbolon,"Designer, fashion/clothing",UD Habibi (Persero) Tbk,Jawa Tengah
eba31958,Drs. Warsita Nugroho,Museum education officer,UD Rahayu,Sulawesi Selatan
6a77e406,Galih Aryani,Air cabin crew,UD Narpati Simbolon,Jawa Timur
876d7ad6,H. Balapati Mardhiyah,Interior and spatial designer,PT Anggraini Dabukke Tbk,Nusa Tenggara Timur
6920944c,Lembah Thamrin,Learning disability nurse,UD Mangunsong,Sulawesi Tengah
adf8b8d0,Devi Tarihoran,"Engineer, control and instrumentation",UD Waluyo,Bengkulu
06483e56,"Purwanto Prayoga, M.Farm",Careers adviser,PT Wasita Handayani,Maluku Utara
3d00bbcc,Tgk. Latika Palastri,Naval architect,CV Mardhiyah,Jambi
639ee549,Almira Firgantoro,Audiological scientist,UD Rahimah Maulana,Sumatera Selatan
e5f804a9,"Opan Hasanah, M.Ak",Chief Financial Officer,PT Gunawan (Persero) Tbk,Sumatera Utara
bffcb396,"Jasmin Hakim, S.Pt",Publishing rights manager,UD Lazuardi,Lampung
36ab628e,"Karen Astuti, S.Psi","Engineer, aeronautical",UD Pratiwi Tbk,Maluku Utara
225924f7,Hairyanto Winarsih,Risk analyst,Perum Najmudin,DKI Jakarta
2643b30b,Cahyono Mahendra,Forensic psychologist,CV Santoso (Persero) Tbk,Sulawesi Barat
f92f9832,"Ir. Septi Narpati, S.E.","Lecturer, higher education",Perum Firmansyah Uwais,Sumatera Barat
4d9db35a,Jono Wijaya,Media planner,CV Prastuti Prasasta (Persero) Tbk,Nusa Tenggara Timur
1355fb91,"Zizi Tampubolon, S.IP",Health promotion specialist,PT Irawan Nasyiah,Aceh
a283b27c,Ir. Lukman Anggriawan,"Engineer, structural",Perum Dabukke (Persero) Tbk,DKI Jakarta
ab940814,"R.M. Rusman Saptono, S.Ked",Youth worker,UD Wibisono Siregar Tbk,Kalimantan Tengah
8512c485,Sutan Maryanto Aryani,Conference centre manager,PT Rajata Tbk,Riau
8e96f9f3,Eli Megantara,Community education officer,Perum Susanti (Persero) Tbk,Sumatera Utara
5ee83af1,Cut Zizi Wastuti,Animal technologist,Perum Zulkarnain,Kalimantan Barat
d71a2752,"Tgk. Malika Kuswoyo, S.E.",Metallurgist,UD Pradana Hasanah,Sulawesi Selatan
5622f10f,T. Hartana Agustina,Lawyer,Perum Prasasta,Sulawesi Selatan
c942a21b,Asirwada Prakasa,"Surveyor, mining",UD Nashiruddin Permadi (Persero) Tbk,Kalimantan Tengah
74c1aa51,"Drs. Banawi Siregar, S.Gz",Insurance claims handler,Perum Zulaika Nasyiah (Persero) Tbk,Gorontalo
f50a59c5,"R. Siti Mansur, M.Ak",Bonds trader,PD Prasasta Santoso (Persero) Tbk,Aceh
fd132299,Jamalia Maryati,"Teacher, special educational needs",PT Utami Utami Tbk,Sumatera Barat
f28b21ed,Kasusra Laksmiwati,Environmental health practitioner,Perum Usada,Sumatera Utara
65e11d1f,"Puti Nilam Hasanah, M.TI.",Early years teacher,PD Kuswandari (Persero) Tbk,Banten
0a61e01e,"Cut Laila Wahyudin, S.E.",Economist,PD Zulkarnain Ardianto (Persero) Tbk,Nusa Tenggara Timur
0ccb28d0,"Harsana Budiman, S.E.",Recycling officer,PD Aryani Hakim (Persero) Tbk,Kalimantan Selatan
e15ed41d,"dr. Jelita Adriansyah, M.Ak",Animator,UD Handayani (Persero) Tbk,Kalimantan Tengah
8d882ac6,Timbul Wijaya,Illustrator,PD Kurniawan Maryati (Persero) Tbk,Kalimantan Timur
e77b56bb,dr. Labuh Sirait,Financial trader,CV Saragih (Persero) Tbk,Sumatera Utara
23d559c0,Raisa Nainggolan,Medical laboratory scientific officer,PT Prasasta Tbk,Jawa Barat
1f3a421b,Raisa Anggraini,Animal nutritionist,UD Permata (Persero) Tbk,Bali
d4e26d75,Viktor Tamba,Bookseller,CV Prasasta Mansur,Maluku Utara
d3350da1,"Paris Lazuardi, S.Sos","Pilot, airline",Perum Haryanti,Kepulauan Bangka Belitung
3e63f7ff,Kala Laksmiwati,Energy engineer,UD Wijaya Tbk,Nusa Tenggara Timur
810f3ede,Nyana Prasetyo,Chief Marketing Officer,UD Firgantoro,Aceh
c3b54c40,Ika Budiyanto,Government social research officer,UD Purwanti Utama Tbk,Banten
a8eb4617,Drs. Yunita Yuliarti,Production manager,CV Sitorus Sudiati (Persero) Tbk,Sulawesi Tengah
ed5ce438,"Najib Permadi, M.Ak","Engineer, technical sales",PT Prastuti Irawan Tbk,Sulawesi Barat
b8f9b6e1,R.M. Bakda Salahudin,Retail manager,UD Prastuti Marbun,Sulawesi Selatan
0981f6d1,Dr. Aurora Habibi,"Production designer, theatre/television/film",PD Hakim Tampubolon Tbk,Maluku
57d9e719,Yance Prayoga,Publishing copy,CV Riyanti (Persero) Tbk,Sumatera Utara
19f6a480,Cindy Rahayu,Travel agency manager,Perum Pradipta Riyanti,Sumatera Utara
60be6103,"Dt. Garda Nurdiyanti, S.Farm",Company secretary,CV Waluyo Laksita Tbk,Sumatera Utara
3d9e2ce4,"Makuta Purwanti, S.Farm","Presenter, broadcasting",PT Uwais Firgantoro (Persero) Tbk,Sulawesi Tenggara
8e5e5ab6,"drg. Karimah Pangestu, S.H.",Senior tax professional/tax inspector,Perum Namaga Wibowo,Kalimantan Selatan
0c39c07d,"Gangsa Farida, S.E.I",Records manager,CV Fujiati Narpati,Bengkulu
9329493d,Gamblang Astuti,Logistics and distribution manager,PT Prasetyo Tbk,Sulawesi Selatan
38e9c7a9,Maida Wijayanti,Lexicographer,PT Hidayat,Banten
2eb72ab8,"R. Shania Januar, M.Pd","Designer, ceramics/pottery",PD Susanti Winarsih,Nusa Tenggara Timur
b215f7e3,"Balapati Wastuti, S.E.",Energy manager,Perum Dabukke,Kalimantan Utara
f6fe34a7,"R.A. Maya Thamrin, S.I.Kom","Designer, graphic",UD Zulaika,Nusa Tenggara Barat
2fc7266d,Nugraha Napitupulu,Museum/gallery conservator,CV Laksita Wibisono,Kalimantan Tengah
33d450cc,"dr. Vino Rahayu, M.Ak",Private music teacher,PT Putra Tbk,Jawa Timur
0f2cd6f1,"Himawan Riyanti, S.Psi",Lobbyist,PD Prakasa Najmudin (Persero) Tbk,Gorontalo
8d28313b,Adhiarja Safitri,Estate manager/land agent,CV Sinaga Sirait,Lampung
8261addc,Bakiono Sihotang,Patent attorney,PD Haryanti,Kalimantan Utara
c241eb25,"Ida Saragih, M.Farm","Surveyor, planning and development",PT Prasetya,Gorontalo
56caf43f,Setya Yulianti,"Designer, jewellery",CV Budiyanto (Persero) Tbk,Kalimantan Barat
d5a81985,KH. Oskar Hariyah,Press sub,Perum Rahmawati Irawan (Persero) Tbk,Papua Barat
dc045a2b,Yunita Gunarto,Sports coach,Perum Wulandari Kuswoyo (Persero) Tbk,Jawa Tengah
bc09d4cd,Belinda Habibi,Technical author,PD Napitupulu Saputra,Papua
7dcecb9e,"Cut Vanya Mangunsong, S.Farm",Broadcast presenter,Perum Latupono Natsir (Persero) Tbk,Kalimantan Utara
40157a98,Elvina Samosir,Professor Emeritus,Perum Fujiati Utami,Sumatera Barat
d152da47,Drs. Martaka Nuraini,"Civil engineer, consulting",CV Widiastuti,Nusa Tenggara Barat
b0029a36,dr. Ikin Waskita,Commercial/residential surveyor,Perum Thamrin,Bengkulu
97fb7d98,"Kiandra Dabukke, S.I.Kom",Training and development officer,PD Sudiati Namaga,Kepulauan Bangka Belitung
ba72e562,"Ira Nababan, S.Gz",Commercial/residential surveyor,Perum Wahyuni Waskita Tbk,Sumatera Utara
703a7a34,Drs. Samiah Susanti,"Programmer, applications",PD Novitasari Saragih Tbk,Sulawesi Tenggara
0869ae0a,Zaenab Usada,"Scientist, research (life sciences)",CV Nuraini Tbk,Kepulauan Riau
daebbb17,"Dr. Vero Haryanto, S.Gz",Medical technical officer,PD Widodo (Persero) Tbk,Sulawesi Tenggara
9b90387f,Damar Pradana,Recycling officer,UD Budiman,Lampung
76286be8,Amelia Halimah,"Engineer, communications",CV Ramadan (Persero) Tbk,DKI Jakarta
50e482f9,"Gamani Wahyuni, S.Kom",Colour technologist,PT Hutasoit,Kalimantan Selatan
250a3eec,Wardi Uwais,Dispensing optician,PT Simbolon Waluyo,Jawa Barat
f3581e27,Paris Pradana,Health physicist,CV Widodo Maryadi (Persero) Tbk,Banten
4a654e0b,drg. Harjaya Pudjiastuti,Orthoptist,CV Nababan Tbk,Jawa Barat
1f995cd6,"Malika Wacana, S.Pd","Lecturer, further education",Perum Prabowo Dabukke,Sulawesi Selatan
5930b106,Salsabila Prabowo,Trading standards officer,PD Maulana,Aceh
c1288aa3,Dt. Nrima Mangunsong,Insurance claims handler,PT Narpati,Papua Barat
3b8de3aa,Agus Wahyudin,Medical technical officer,Perum Dongoran Sitompul,DI Yogyakarta
2096c3d2,Ajeng Utami,Building surveyor,PT Pertiwi Ardianto (Persero) Tbk,Sumatera Barat
fccea5fd,Violet Fujiati,Secretary/administrator,CV Riyanti,DI Yogyakarta
9e31225c,dr. Natalia Palastri,Marketing executive,PT Januar Pertiwi Tbk,Papua
27639222,"Yani Kusmawati, S.H.",Ophthalmologist,Perum Mayasari Mustofa,Sumatera Utara
c179d0e5,Prasetyo Irawan,Operational investment banker,UD Dongoran Tbk,Kalimantan Tengah
68b000e1,Umar Winarno,Special educational needs teacher,PD Megantara,Jawa Tengah
f7d0fb51,Gandi Mandasari,"Engineer, electronics",UD Thamrin Prasasta Tbk,Gorontalo
872c6ddd,Farhunnisa Yuliarti,Manufacturing systems engineer,CV Rahimah Sinaga,Sumatera Selatan
55ebb362,R. Janet Wijayanti,Warden/ranger,PD Maryadi Utami,Sulawesi Barat
18de23a4,R.A. Lili Saragih,Office manager,CV Dabukke Tbk,Kalimantan Timur
e0fd2f91,"Drs. Melinda Safitri, S.Kom","Surveyor, land/geomatics",PD Agustina Nurdiyanti (Persero) Tbk,Sulawesi Utara
1d985733,Unjani Suryono,"Geologist, wellsite",CV Prasasta Kuswoyo Tbk,Nusa Tenggara Barat
5cfe6c19,Indah Maulana,Environmental education officer,PT Pratama Saragih,Sulawesi Tenggara
59029c4f,"R.M. Caraka Zulaika, S.IP",Patent attorney,UD Mansur Thamrin,DI Yogyakarta
1fb42fd2,Elisa Wacana,Farm manager,CV Winarsih Narpati Tbk,Maluku Utara
0e661d73,Oliva Safitri,Tax adviser,UD Pertiwi Tbk,Kalimantan Tengah
9e32015f,"T. Ghani Waskita, S.T.","Engineer, chemical",Perum Saputra,Jambi
91c17c7b,Jarwi Waluyo,Information systems manager,UD Saragih,Jawa Timur
6c1329c8,"Tirtayasa Lazuardi, S.IP",Tourism officer,PT Natsir Tbk,Sulawesi Barat
f94d42b6,"drg. Ani Samosir, S.Pd",Architectural technologist,PD Utami,Sulawesi Selatan
2fa19223,Empluk Saragih,"Administrator, sports",PT Nuraini Tbk,Aceh
d350276d,"Ajimat Budiman, M.Ak","Production assistant, television",PD Hutasoit Haryanto Tbk,Sumatera Selatan
b082c0cc,Umar Laksita,Podiatrist,PD Dabukke Wijaya Tbk,Maluku Utara
d30882d4,Dt. Garda Lestari,Management consultant,PD Yulianti Rajasa,Aceh
9fb4ed0e,Gaduh Wastuti,Town planner,PD Prabowo Mardhiyah,Banten
10ebbfa5,KH. Gadang Widiastuti,Research scientist (physical sciences),UD Padmasari,Aceh
093413ec,Zalindra Mustofa,Ergonomist,UD Kuswandari Namaga (Persero) Tbk,Sulawesi Selatan
d0986acd,"Yuliana Sinaga, M.Kom.",Garment/textile technologist,Perum Mayasari,DKI Jakarta
5e86a581,"Rizki Manullang, S.E.","Civil engineer, contracting",PT Puspita Suryono,Sulawesi Utara
